Item,Vendor,Vendor Name,Description,Facility,Daily Movement,Days Supply,Cases In House,Pallets In House
3583328,2791,SMITHFIELD ARM/ECK VMI,ARMR PEPPRNI CRCKR CRNCH,6-Meat,8,11.4,91,3
3583406,2791,SMITHFIELD ARM/ECK VMI,SMFD ANYTIME DICED HAM,6-Meat,13,11.4,148,4
3583428,2791,SMITHFIELD ARM/ECK VMI,SMFD SMK PORK CHOP BNLS,6-Meat,7,8.7,61,3
3583633,2791,SMITHFIELD ARM/ECK VMI,ARM LHNCMKR HAM CR CRNCH,6-Meat,28,9.5,267,5
3583634,2791,SMITHFIELD ARM/ECK VMI,ARM LHNCMKR TRKY CR CRNCH,6-Meat,26,8.3,216,4
3583639,2791,SMITHFIELD ARM/ECK VMI,ARM LHNCMKR PPRONI PIZZA,6-Meat,12,9.1,109,3
3583657,2791,SMITHFIELD ARM/ECK VMI,SMFD HAM STK HICKORY BL,6-Meat,5,11.4,57,3
3584383,2791,SMITHFIELD ARM/ECK VMI,KRO BONELESS HAM HALF,6-Meat,3,12.7,38,3
3590086,2791,SMITHFIELD ARM/ECK VMI,KRO CRND BF BRSKT FLT,6-Meat,3,11.7,35,3
3590142,2497,SMITHFIELD HAM/ECKRICH,PRSL BRWN SUGAR HAM,6-Meat,8,8.5,68,4
3590207,2512,FARMLAND FOODS INC-CIB TENDERS,KRO PEPPERCORN PORK LOIN,6-Meat,7,13.4,94,3
3590353,2512,FARMLAND FOODS INC-CIB TENDERS,SMFD PRK LN STRP KRN BBQ,6-Meat,6,21.3,128,5
3590470,2512,FARMLAND FOODS INC-CIB TENDERS,SMFD CRN ASA SSN PRK STRP,6-Meat,5,18.6,93,5
3590883,2497,SMITHFIELD HAM/ECKRICH,HTGF CKD HAM WTR PRODUCT,6-Meat,1,10.0,10,1
3595891,2512,FARMLAND FOODS INC-CIB TENDERS,SMFD STKHSE MSH PK LN CHP,6-Meat,13,9.3,121,3
3596763,2497,SMITHFIELD HAM/ECKRICH,ECKR MEAT BOLOGNA,6-Meat,1,15.0,15,2
3596767,2497,SMITHFIELD HAM/ECKRICH,ECKR OVN RST TRKY BRST,6-Meat,1,5.0,5,1
3596769,2497,SMITHFIELD HAM/ECKRICH,ECKR CAP OFF ROAST BEEF,6-Meat,1,4.0,4,1
3596857,2497,SMITHFIELD HAM/ECKRICH,ECKR HONEY HALF HAM,6-Meat,1,3.0,3,1
3596858,2497,SMITHFIELD HAM/ECKRICH,ECKR VIRGINIA HAM HLF,6-Meat,1,7.0,7,1
3596860,2497,SMITHFIELD HAM/ECKRICH,ECKR HNY RST TRKY BRST,6-Meat,1,1.0,1,1
3598140,2512,FARMLAND FOODS INC-CIB TENDERS,SMFD APPLEWD BCN LOIN FLT,6-Meat,29,11.2,325,5
3598347,2512,FARMLAND FOODS INC-CIB TENDERS,SMFD GRLC HERB LOIN FLT,6-Meat,40,10.4,415,7
3598461,2497,SMITHFIELD HAM/ECKRICH,PRSL BRWN SUGAR HAM,6-Meat,2,3.5,7,1
3583858,3444,BEEFMASTER CATTLE NOLAN RYAN,NRYN ANG SHRT RIBS 3 RIBS,6-Meat,30,0.1,4,1
3584790,2742,TEXAS CHILI CO,TXCH BRICK CHILI,6-Meat,2,68.0,136,3
3580012,6744,CARGILL MEAT PATTY,PRSL GRD ANG BCN CHDR PTY,6-Meat,31,2.2,67,2
3580016,6744,CARGILL MEAT PATTY,PRSL GRD ANG CHK SKHS PTY,6-Meat,28,0.2,6,1
3580049,3452,BEEFMASTER CATTLEMEN PRIME,NRYN 34 PRM  STK SRLN,6-Meat,19,7.1,135,3
3580073,3452,BEEFMASTER CATTLEMEN PRIME,NRYN 34 PRM BL RIBEYE,6-Meat,14,11.6,162,2
3580154,7604,GOLDEN WEST TRADING INC,ST GRND BF PATTY 85/15,6-Meat,17,7.5,128,3
3580180,3563,BEEFMSTR CTTMN-PATTIES,NR FRSH GRND SRLN PTTY,6-Meat,19,2.8,54,1
3580207,2573,KROGER GO BEEF - RUMBA,RMBA BF TONGUE WHITE,6-Meat,6,8.0,48,2
3580235,3563,BEEFMSTR CTTMN-PATTIES,NR PRM FRSH GRND CHK PTTY,6-Meat,16,4.4,71,2
3580332,2573,KROGER GO BEEF - RUMBA,RMBA BF OXTAILS,6-Meat,9,4.1,37,1
3580480,6744,CARGILL MEAT PATTY,PS GRND CHUCK BRKT 2# MAP,6-Meat,23,4.3,100,4
3580566,7604,GOLDEN WEST TRADING INC,AMERICAN BBQ GRND BF PTTY,6-Meat,46,1.8,85,2
3580841,2114,"HEARTBRAND BEEF, INC.",HRTBRND BF AKAUSHI TNDLN,6-Meat,4,1.0,4,1
3580967,2114,"HEARTBRAND BEEF, INC.",HRTBND BF AKAUSHI RIBEYE,6-Meat,3,6.3,19,1
3580988,2114,"HEARTBRAND BEEF, INC.",HRTBRND BF AKAUSHI STRIP,6-Meat,3,3.7,11,1
3580991,3563,BEEFMSTR CTTMN-PATTIES,NRYN BRISKET SIRLOIN,6-Meat,44,2.6,116,4
3581034,2906,BEEFMASTER CATTLEMEN SKIRT,NRYN CH TRI TIP BNLS,6-Meat,8,3.9,31,2
3581691,2764,MEYER NATURAL GR BEEF/STKS,ST GRD BF OGFF 85% 1# BPK,6-Meat,37,1.6,60,1
3582055,3114,HEARTBRAND BEEF INC,HRT BRND GRND BF BRICK,6-Meat,14,4.6,64,2
3582314,2472,KROGER CHUB GRINDS,KRO GRND BF 73% 1# FS CHB,6-Meat,41,7.2,294,10
3582318,2472,KROGER CHUB GRINDS,KRO GRND BF 73% 3# FS CHB,6-Meat,37,9.4,349,12
3582488,2472,KROGER CHUB GRINDS,KRO GRND BF 73% 5# FS CHB,6-Meat,30,9.6,287,12
3582518,3563,BEEFMSTR CTTMN-PATTIES,NRYN ANGUS PTY 85/15 4CT,6-Meat,88,6.8,599,20
3582643,6744,CARGILL MEAT PATTY,KRO GRND BF 75% 2.25# MAP,6-Meat,31,10.0,311,13
3582666,2573,KROGER GO BEEF - RUMBA,RUMBA BF MARROW BONES,6-Meat,7,14.4,101,4
3582754,3114,HEARTBRAND BEEF INC,HRTBRND BEEF SMKD SSG,6-Meat,6,12.0,72,2
3582773,2471,KROGER GO BEEF-CHOICE,CH BONE IN RIBEYE 2X2,6-Meat,94,5.5,520,22
3582784,3114,HEARTBRAND BEEF INC,HRTBRND JALP CHS SSG,6-Meat,6,2.0,12,1
3582789,2471,KROGER GO BEEF-CHOICE,CH SHORT LOIN 0X1 TRM,6-Meat,45,2.1,94,5
3583182,3452,BEEFMASTER CATTLEMEN PRIME,NRYN 34 PRM BF RIBEYE BL,6-Meat,5,9.6,48,4
3583183,3452,BEEFMASTER CATTLEMEN PRIME,NRYN 34 PRM BF PSMO TNDRL,6-Meat,7,0.3,2,1
3583251,2472,KROGER CHUB GRINDS,BF CHUB 80/20 5#,6-Meat,39,7.3,285,11
3583398,2471,KROGER GO BEEF-CHOICE,SEL COV CC BACK RIBS 1PC,6-Meat,2,7.0,14,2
3583554,2472,KROGER CHUB GRINDS,KRO GRND BF 80% 1# FS CHB,6-Meat,114,3.5,397,12
3583555,2472,KROGER CHUB GRINDS,KRO GRND BF 80% 3# FS CHB,6-Meat,195,4.9,963,32
3583562,2472,KROGER CHUB GRINDS,KRO GRND BF 93% 1# FS CHB,6-Meat,68,8.2,558,19
3583866,6744,CARGILL MEAT PATTY,PRSL CHCK  BRSKT PTY TP,6-Meat,38,0.6,22,1
3583994,7901,FRONTIERE NATURAL MEATS LIMITE,ST LAMB GRND PATTY,6-Meat,7,10.6,74,2
3584792,2764,MEYER NATURAL GR BEEF/STKS,ST GRD BF OGFF 85% 3# SDP,6-Meat,56,1.8,102,3
3585606,8625,BURGER MAKER SCHWEID AND SONS,SS BRSKT PATTY,6-Meat,6,5.0,30,1
3590468,2573,KROGER GO BEEF - RUMBA,RMBA BF SLICED LIVER,6-Meat,2,8.0,16,1
3590666,2573,KROGER GO BEEF - RUMBA,RMBA BF HIND SHANK CRS CT,6-Meat,3,43.7,131,5
3590732,2471,KROGER GO BEEF-CHOICE,CH BF BRISKET,6-Meat,134,1.2,164,9
3591264,3452,BEEFMASTER CATTLEMEN PRIME,NRYN WHOLE FLAT IRON STK,6-Meat,13,9.8,128,3
3591999,6594,2000PLUS GROUPS  INC.,HALAL BF ANG GRND GF CR,6-Meat,5,1.0,5,1
3592003,6594,2000PLUS GROUPS  INC.,GRASS FED CHUCK ROAST,6-Meat,3,2.7,8,1
3592005,6594,2000PLUS GROUPS  INC.,HALAL 85/15 GRND BF,6-Meat,4,3.3,13,1
3592013,6594,2000PLUS GROUPS  INC.,BF HALAL TOP SRLN,6-Meat,3,3.7,11,1
3592017,6594,2000PLUS GROUPS  INC.,HALAL BF RBY STK GR BL CR,6-Meat,4,0.5,2,1
3592314,7901,FRONTIERE NATURAL MEATS LIMITE,ST BISON GRND PATTY,6-Meat,7,16.0,112,2
3592780,2906,BEEFMASTER CATTLEMEN SKIRT,NRYN BF SKRT STK MRNTD,6-Meat,8,8.5,68,1
3594064,3444,BEEFMASTER CATTLE NOLAN RYAN,NRYN ANG BF SHORTLOIN,6-Meat,19,8.6,164,7
3594176,2764,MEYER NATURAL GR BEEF/STKS,ST OGFF BEEF RIBEYE STEAK,6-Meat,13,5.7,74,1
3594303,3444,BEEFMASTER CATTLE NOLAN RYAN,NRYN BF CH RBEYE BL LP ON,6-Meat,9,5.1,46,3
3594334,3444,BEEFMASTER CATTLE NOLAN RYAN,NRYN ANG BF TENDERLOIN BL,6-Meat,13,2.2,29,2
3594358,2764,MEYER NATURAL GR BEEF/STKS,ST OGFF BF TOP SRLN STEAK,6-Meat,15,6.5,98,1
3594420,2764,MEYER NATURAL GR BEEF/STKS,ST OGFF BEEF TNDRLN STEAK,6-Meat,12,2.1,25,1
3594810,3563,BEEFMSTR CTTMN-PATTIES,NRNL GRND CHUCK PTY 80/20,6-Meat,3,0.3,1,1
3595405,3114,HEARTBRAND BEEF INC,AKSH BFPK SSG,6-Meat,3,16.0,48,3
3595410,3114,HEARTBRAND BEEF INC,HRTB BFPK JLPN CHS SSG,6-Meat,2,32.0,64,5
3596128,5268,ROTISYSTEMS  INC.,RLI RTI BTCHR BNE BRTH BF,6-Meat,4,27.0,108,3
3596316,5268,ROTISYSTEMS  INC.,BTCHRS BNE BRTH GNGR TMRC,6-Meat,4,28.0,112,3
3596667,2573,KROGER GO BEEF - RUMBA,BF SHRT RB PORTION BI,6-Meat,5,13.8,69,3
3597066,2573,KROGER GO BEEF - RUMBA,RMBA BF HONEYCOMB TRIPE,6-Meat,3,18.0,54,2
3597226,3452,BEEFMASTER CATTLEMEN PRIME,NLN RYN PRIME BL BF BRSKT,6-Meat,17,0.2,3,1
3597230,2764,MEYER NATURAL GR BEEF/STKS,ST GRD BF OGFF 90% 1# BPK,6-Meat,38,7.9,299,5
3597246,2573,KROGER GO BEEF - RUMBA,RMBA BF CHEEK MEAT,6-Meat,3,12.7,38,1
3597421,5268,ROTISYSTEMS  INC.,BTCHRS BONE CHK BROTH,6-Meat,4,39.5,158,3
3597691,2573,KROGER GO BEEF - RUMBA,BF FLNK SHRT RBS BI,6-Meat,6,9.3,56,3
3598759,2906,BEEFMASTER CATTLEMEN SKIRT,NRYN BF STK INSDE SKRT BL,6-Meat,7,20.1,141,6
3550338,2006,JACKSON DAIRY,KRO CARBMSTR LCTF CHOC MK,2-Dairy,7,64.0,448,6
3500099,6802,TAMARACK FARMS,KRO FRNCH VAN COFFEE CRMR,2-Dairy,26,7.0,182,5
3500213,6802,TAMARACK FARMS,KRO ZS FR VAN COFFEE CRMR,2-Dairy,22,10.2,224,6
3500400,6802,TAMARACK FARMS,KRO VAN CRML COFFEE CRMR,2-Dairy,18,11.9,214,6
3501117,6802,TAMARACK FARMS,KRO SALTED CRML COFF CRMR,2-Dairy,8,12.0,96,3
3504498,6802,TAMARACK FARMS,KRO HAZELNUT COFFEE CRMR,2-Dairy,18,14.1,254,7
3504503,6802,TAMARACK FARMS,KRO FR VAN COFFEE CRMR,2-Dairy,19,13.3,252,7
3504516,6802,TAMARACK FARMS,KRO VAN CRML COFFEE CRMR,2-Dairy,9,9.7,87,3
3505035,6802,TAMARACK FARMS,KRO ITL SWT CRM COFF CRMR,2-Dairy,25,11.3,282,8
3550143,2006,JACKSON DAIRY,KRO LACT FREE 2%RF MILK,2-Dairy,127,6.4,814,20
3550146,2006,JACKSON DAIRY,KRO LACTOSE FREE FF MILK,2-Dairy,29,7.6,220,6
3550279,2006,JACKSON DAIRY,KRO LACT FREE WHOLE MILK,2-Dairy,84,5.0,416,10
3550288,6937,#MULTIVALUE,KRO HALF  HALF,2-Dairy,58,5.6,326,6
3550291,6937,#MULTIVALUE,KRO HALF  HALF,2-Dairy,128,5.7,727,21
3550298,2006,JACKSON DAIRY,KRO LACT FREE 1%LF MILK,2-Dairy,24,6.5,155,4
3550318,6937,#MULTIVALUE,KRO VIT D WHOLE MILK,2-Dairy,28,4.1,114,2
3550320,6937,#MULTIVALUE,KRO FF HALF  HALF,2-Dairy,13,11.4,148,3
3550322,6937,#MULTIVALUE,KRO 2%RF MILK,2-Dairy,20,3.4,67,2
3550323,6937,#MULTIVALUE,KRO FF SKIM MILK,2-Dairy,6,15.3,92,2
3550330,6937,#MULTIVALUE,KRO LF CHOCOLATE MILK,2-Dairy,14,7.1,99,2
3550387,6937,#MULTIVALUE,KRO VIT D WHOLE MILK,2-Dairy,22,6.6,146,4
3550390,2006,JACKSON DAIRY,KRO CARBMSTR LCTF VAN MLK,2-Dairy,16,3.9,63,2
3550409,2006,JACKSON DAIRY,KRO CARBMSTR LCTF NONFTMK,2-Dairy,11,54.0,594,14
3550434,7889,#MULTIVALUE,KRO PREM LGHT ORANGE BEV,2-Dairy,14,19.7,276,7
3550447,6937,#MULTIVALUE,KRO 2%RF MILK,2-Dairy,17,7.6,129,4
3550476,6937,#MULTIVALUE,KRO 1%LF MILK,2-Dairy,4,10.3,41,1
3550492,6937,#MULTIVALUE,KRO FF SKIM MILK,2-Dairy,8,8.4,67,2
3550533,6937,#MULTIVALUE,KRO LF CHOCOLATE MILK,2-Dairy,10,8.4,84,3
3550624,6937,#MULTIVALUE,KRO WHIPPING CREAM,2-Dairy,30,5.9,177,4
3550630,6937,#MULTIVALUE,KRO HEAVY WHIPPING CREAM,2-Dairy,138,5.3,734,7
3550643,2006,JACKSON DAIRY,KRO SS CAFF SWEET TEA,2-Dairy,8,24.1,193,3
3550664,2006,JACKSON DAIRY,KRO SS ZS DECAFF SWT TEA,2-Dairy,6,5.7,34,1
3550710,6802,TAMARACK FARMS,KRO HEAVY WHIPPING CREAM,2-Dairy,157,0.2,39,2
3550797,7889,#MULTIVALUE,KRO PREM RBYRD GRPFRT JCE,2-Dairy,9,4.3,39,1
3550799,7889,#MULTIVALUE,KRO NFC LEMONADE,2-Dairy,22,17.5,386,9
3550803,7889,#MULTIVALUE,KRO PREM OJ,2-Dairy,45,21.7,976,13
3550810,7889,#MULTIVALUE,KRO PREM HMSTYL OJ,2-Dairy,29,19.2,558,14
3593618,2046,#MULTIVALUE,STO WHOLE CHOC MILK,8-Produce,15,6.5,98,1
3593852,2046,#MULTIVALUE,STO WHOLE MILK,8-Produce,115,10.1,"1,163",15
3593857,2046,#MULTIVALUE,STO 2%RF MILK,8-Produce,96,7.8,753,10
3593858,2046,#MULTIVALUE,STO 2%RF MILK WITH DHA,8-Produce,22,7.8,172,3
3593862,2046,#MULTIVALUE,STO WHOLE MILK WITH DHA,8-Produce,28,7.8,218,3
3593865,2046,#MULTIVALUE,STO FF MILK,8-Produce,38,8.2,311,4
3593866,2046,#MULTIVALUE,STO 1%LF MILK,8-Produce,38,11.1,422,5
3597645,2046,#MULTIVALUE,STO LAC FREE 2% MILK,8-Produce,22,4.7,104,2
3597649,2046,#MULTIVALUE,STO LAC FREE VIT D MILK,8-Produce,25,6.6,166,2
3568165,8309,JANEY LOU'S INC.,BFR OAT CRM PIE STFD CKYS,3-Frozen,1,165.0,165,6
3560017,3650,TWO FISH CRAB SHACK,TWO FISH SHRIMP BOIL,3-Frozen,1,96.0,96,4
3560493,8310,GUZEL CAKES LLC,GUZEL CAKES LOVE ON TOP C,3-Frozen,1,42.0,42,1
3560499,8310,GUZEL CAKES LLC,GUZEL CAKES LOVE YOU MORE,3-Frozen,1,41.0,41,1
3560504,8310,GUZEL CAKES LLC,GUZEL CAKES PERFECT LOVE,3-Frozen,2,12.5,25,1
3560516,8310,GUZEL CAKES LLC,GUZEL CAKES SWEET REDEMPT,3-Frozen,2,20.0,40,1
3560676,3650,TWO FISH CRAB SHACK,TWO FISH CRAB BOIL,3-Frozen,1,90.0,90,4
3560682,3650,TWO FISH CRAB SHACK,TFD CRB SHRMP SEAFD BOIL,3-Frozen,1,92.0,92,4
3560988,2792,BERNARDS SEAFOOD CO,JBRN CRWFSH TAIL MT FR FZ,3-Frozen,2,38.5,77,3
3565584,6119,F B PURNELL SAUSAGE CO,PRNL OL FK SSGE PTY 24CT,3-Frozen,22,16.7,368,8
3565585,6119,F B PURNELL SAUSAGE CO,PRNL PK HOT SSGE PATTY FZ,3-Frozen,10,18.9,189,6
3566350,2792,BERNARDS SEAFOOD CO,BRND CRAWFISH TAILMT,3-Frozen,4,16.3,65,2
3568012,154,FGF BRANDS INC,STNFR 8.5IN THN PZZA CRST,3-Frozen,7,31.0,217,8
3568043,154,FGF BRANDS INC,SJ CRM CHS FLLD CRSSNT,3-Frozen,15,17.5,263,6
3568062,154,FGF BRANDS INC,STNFR ARTSN FLATBREAD 2PK,3-Frozen,8,24.5,196,6
3568063,154,FGF BRANDS INC,PRSL COFF CAKE MUFFIN 4CT,3-Frozen,15,10.5,157,9
3568064,8081,COLLIN STREET BAKERY INC.,BAKED CHERRY ICEBX COOKIE,3-Frozen,1,272.0,272,9
3568068,154,FGF BRANDS INC,STNFR AG MINI NAAN 4PK,3-Frozen,5,28.0,140,3
3568073,154,FGF BRANDS INC,STNFIRE ORG MINI NAAN 4PK,3-Frozen,8,50.8,406,9
3568083,154,FGF BRANDS INC,STNFR GARLIC NAAN 2PK,3-Frozen,9,37.7,339,13
3568084,154,FGF BRANDS INC,STNFR ORIGINAL NAAN 2PK,3-Frozen,6,46.7,280,8
3568094,154,FGF BRANDS INC,PRSL BNANA BRD MUFFIN 4CT,3-Frozen,11,12.4,136,7
3568153,154,FGF BRANDS INC,PRSL BLUEBERRY MUFFIN,3-Frozen,13,10.4,135,8
3568203,154,FGF BRANDS INC,STNFR GRLC MINI NAAN 4PK,3-Frozen,4,37.3,149,4
3568214,154,FGF BRANDS INC,SJ RSPBRRY FLLD CRSSNTS,3-Frozen,7,21.1,148,5
3568215,154,FGF BRANDS INC,PRSL CHOCOLATE CHIP MFFIN,3-Frozen,8,14.1,113,6
3568224,154,FGF BRANDS INC,SJ APPL FLLD CRSSNTS,3-Frozen,9,14.3,129,5
3568227,154,FGF BRANDS INC,BFR CHCLT CHP MINI MFFNS,3-Frozen,15,22.9,343,18
3568238,154,FGF BRANDS INC,BFR VARIETY MINI MUFFINSS,3-Frozen,14,20.1,281,15
3568262,154,FGF BRANDS INC,BFR BLUEBRRY MINI MUFFINS,3-Frozen,13,19.2,250,8
3568275,154,FGF BRANDS INC,STNFR ORIGINAL NAAN 6PK,3-Frozen,2,55.5,111,3
3568358,154,FGF BRANDS INC,STONEFIRE MINI NAAN 8PK,3-Frozen,1,40.0,40,1
3568474,154,FGF BRANDS INC,STNFR CRML ONION NAAN RND,3-Frozen,1,75.0,75,3
3580117,154,FGF BRANDS INC,STNFR NAAN ROUNDS,3-Frozen,10,25.2,252,6
3590431,6417,FGF LLC,SMPL JYS SLCD CNNMN CK,3-Frozen,2,51.5,103,3
3591434,154,FGF BRANDS INC,ACE SOURDOUGH SLC BISTRO,3-Frozen,17,16.6,282,12
3591438,154,FGF BRANDS INC,ACE CLSSC WHT SLCD BRS LF,3-Frozen,11,18.8,207,12
3591439,154,FGF BRANDS INC,ACE CLSSC GRMT BRGR BN,3-Frozen,8,33.6,269,10
3591465,154,FGF BRANDS INC,ACE CIABATTA ROLL,3-Frozen,4,24.8,99,7
3591468,154,FGF BRANDS INC,ACE FOCACCIA ROLL,3-Frozen,4,14.3,57,4
3592008,208,CUATRO CINCO ENTERPRISES,CURATO CKN TAMALE,3-Frozen,5,42.0,210,7
3592010,208,CUATRO CINCO ENTERPRISES,BEEF TAMALES,3-Frozen,5,54.8,274,10
3592011,208,CUATRO CINCO ENTERPRISES,ALMO PORK GOURMET TAMALES,3-Frozen,6,33.5,201,9
3592281,154,FGF BRANDS INC,FGFD STNEFRE ORIG NAN DPR,3-Frozen,10,26.7,267,10
3594184,154,FGF BRANDS INC,BFR SD TOM OREG FOCACCIA,3-Frozen,3,20.7,62,3
3594803,154,FGF BRANDS INC,STNFRE FAM SZ NAAN DIPRS,3-Frozen,8,14.3,114,5
3595241,154,FGF BRANDS INC,PRSL TS BUTTER CROISSANT,3-Frozen,21,24.1,506,27
3595262,154,FGF BRANDS INC,PRSL MINI CHS CRSSNT 10CT,3-Frozen,8,16.6,133,5
3595538,154,FGF BRANDS INC,ACE US EXTRA SRD HALF BIS,3-Frozen,9,10.8,97,6
3595570,154,FGF BRANDS INC,ACE MG PROTEIN SLC BISTRO,3-Frozen,6,15.0,90,5
3596004,9456,HORMEL FOODS,JENO RTS TRKY BR SPLT HT,3-Frozen,11,7.9,87,3
3596436,6417,FGF LLC,SJOY ICED VANILLA SLC CK,3-Frozen,11,11.6,128,6
3596618,6417,FGF LLC,SJOY ICED LEMON SLC CAKE,3-Frozen,23,18.6,427,18
3596697,6417,FGF LLC,SJOY ICED MARBLE SLC CAKE,3-Frozen,14,18.8,263,11
3596743,6417,FGF LLC,SJOY ICE DBL CHOC SLC CAK,3-Frozen,13,20.3,264,11
3596899,154,FGF BRANDS INC,PRSL TS MINI CROISSANTS,3-Frozen,14,195.5,"2,737",77
3596994,6417,FGF LLC,SJOY BANANA NUT SLC CAKE,3-Frozen,24,23.5,565,24
3597017,154,FGF BRANDS INC,ACE US SOURDOUGH ROLL TS,3-Frozen,5,2.0,10,1
3597340,154,FGF BRANDS INC,ACE CHDDAR ONION FOCACCIA,3-Frozen,5,4.2,21,1
3597939,154,FGF BRANDS INC,ACE ROSEMARY OO FOCACCIA,3-Frozen,6,13.8,83,3
3598878,154,FGF BRANDS INC,BFR GARLIC CHED FOCACCIA,3-Frozen,3,20.3,61,3
3550014,5685,#MULTIVALUE,ACTV PCH MNGO YGRT,2-Dairy,13,14.1,183,4
3550206,5685,#MULTIVALUE,ACTV STRWB YGRT,2-Dairy,11,14.2,156,1
3550207,5685,#MULTIVALUE,ACTV VAN YGRT,2-Dairy,14,3.1,43,1
3550263,5685,#MULTIVALUE,ACTV MXD BRY YGRT,2-Dairy,9,15.4,139,2
3550536,5685,#MULTIVALUE,OIKOS PRO DRINK MX BRY,2-Dairy,17,9.8,167,1
3501835,5644,WHITEWAVE,DNKN CLD FM CRM XTRA,2-Dairy,3,9.0,27,1
3501743,5644,WHITEWAVE,2GD RSTD VAN CREAMER,2-Dairy,6,0.3,2,1
3501752,5644,WHITEWAVE,2GD SWT CRM CREAMER,2-Dairy,7,6.4,45,1
3501845,5644,WHITEWAVE,INTD CRM MCHT ZR SG CF CR,2-Dairy,4,13.5,54,2
3502550,5644,WHITEWAVE,INTD CARAMEL COFFEE CRMER,2-Dairy,5,2.8,14,1
3502797,5644,WHITEWAVE,INTD SWT  CRMY COFF CRMR,2-Dairy,9,5.3,48,2
3503738,5644,WHITEWAVE,INTD ESL 64 CS SCREAM BTL,2-Dairy,17,9.9,168,6
3503855,5644,WHITEWAVE,INTD FRNCH VAN CREAMER,2-Dairy,18,8.7,156,7
3503875,5644,WHITEWAVE,INTD CRML MCCHT CREAMER,2-Dairy,18,9.7,174,6
3504348,5644,WHITEWAVE,INTD CRML MCCHTO CREAMER,2-Dairy,18,4.4,79,3
3504805,5644,WHITEWAVE,INTD FEL SO BUTTER PECAN,2-Dairy,22,5.8,128,3
3505917,5644,WHITEWAVE,INTD SGF CRML MCCHTO CRMR,2-Dairy,19,1.9,36,1
3512325,5644,WHITEWAVE,LOL TRAD HALF  HALF,2-Dairy,24,6.7,160,4
3524592,5685,#MULTIVALUE,LNF VANILLA YGRT,2-Dairy,15,5.5,82,2
3550019,5685,#MULTIVALUE,DNML STRW BAN SMTH,2-Dairy,34,7.5,256,4
3550052,5685,#MULTIVALUE,YCRN VANILLA MM YGRT,2-Dairy,30,19.0,569,7
3550058,5685,#MULTIVALUE,DANN WHL MLK PLAIN YGRT,2-Dairy,33,9.6,318,6
3550079,5685,#MULTIVALUE,ACTV CHERRY YGRT,2-Dairy,17,9.4,160,2
3550092,5685,#MULTIVALUE,LNF VANILLA GREEK YGRT,2-Dairy,24,13.4,322,5
3550097,5644,WHITEWAVE,DNKN EXTRA EXTRA CREAMER,2-Dairy,11,2.5,28,1
3550099,5685,#MULTIVALUE,OIKOS TZ BAN CRM YGRT,2-Dairy,25,10.7,268,3
3550113,5685,#MULTIVALUE,OIKOS TZ STRWBR YGRT,2-Dairy,17,3.9,67,1
3550114,5685,#MULTIVALUE,ACTV PCH STRWB YGRT,2-Dairy,23,7.9,181,2
3550129,5685,#MULTIVALUE,DNML STRWB WTML SMTH,2-Dairy,10,22.9,229,4
3550170,5685,#MULTIVALUE,LNF CRML APL GRK YGRT,2-Dairy,14,9.1,127,2
3550176,5685,#MULTIVALUE,OIKOS TZ VAN GR YGRT,2-Dairy,23,11.6,267,4
3550195,5644,WHITEWAVE,LOL FF HALF  HALF,2-Dairy,9,6.1,55,2
3550230,5685,#MULTIVALUE,OIKOS TZ MX BRY YGRT,2-Dairy,16,9.3,149,2
3550240,5685,#MULTIVALUE,OIKOS PRO MB YGRT,2-Dairy,13,7.7,100,1
3550247,5685,#MULTIVALUE,ACTV STRWB YGRT DRNK,2-Dairy,28,12.1,340,4
3550294,5685,#MULTIVALUE,ACTV STRW/BLB YGRT DRK,2-Dairy,43,12.6,543,3
3550299,5685,#MULTIVALUE,OIKOS TZ BLBRY YGRT,2-Dairy,17,6.8,115,1
3550336,5685,#MULTIVALUE,YCRN OREO  MM YGRT,2-Dairy,53,9.3,493,4
3550345,5685,#MULTIVALUE,2GD GRK VANILLA YGRT,2-Dairy,16,7.9,126,2
3550348,5685,#MULTIVALUE,DNML STR BDAYCAKE SMTH,2-Dairy,26,9.3,242,4
3550365,5685,#MULTIVALUE,DNML STRAWBERRY SMTH,2-Dairy,14,18.0,252,3
3550368,5685,#MULTIVALUE,OIKOS TZ CHRY YGRT,2-Dairy,21,15.3,321,5
3550369,5685,#MULTIVALUE,LNF TSTD MRSH GRK YGRT,2-Dairy,21,7.8,164,3
3550380,5644,WHITEWAVE,INTD HRSHY CHOC CRML CRMR,2-Dairy,14,7.1,99,2
3550385,5644,WHITEWAVE,STOK RFG EXTRA BOLD,2-Dairy,12,4.3,52,2
3550400,5685,#MULTIVALUE,OIKOS TZ PCH GR YGRT,2-Dairy,21,13.3,279,4
3550416,5685,#MULTIVALUE,DNML PCH STRW MLKSHK YGRT,2-Dairy,12,11.2,134,2
3550417,5644,WHITEWAVE,INTD CINNABON CREAMER,2-Dairy,19,2.6,49,2
3550422,5685,#MULTIVALUE,OIKOS TZ VANLLA YGRT,2-Dairy,64,13.9,891,12
3550430,5685,#MULTIVALUE,DNML STRW BANA SMTH,2-Dairy,10,19.8,198,3
3550448,5685,#MULTIVALUE,OIKOS TZ VANLLA YGRT,2-Dairy,86,13.8,"1,186",17
3550449,5685,#MULTIVALUE,OIKOS TZ STRWBR YGRT,2-Dairy,42,13.5,565,10
