Item,Vendor,Vendor Name,Description,Facility,Daily Movement,Days Supply,Cases In House,Pallets In House
3506607,3022,AIP-NESTLE PURINA WET,FFST MDL PATE CHKN PRM,0-Grocery,4,4.8,19,1
3506715,3022,AIP-NESTLE PURINA WET,BNFL MDLYS TSCN ROMNA VP,0-Grocery,6,3.7,22,1
3506786,3005,AIP-NESTLE PET (DRY),PRNA1 SMTBL SALMON  TUNA,0-Grocery,4,18.0,72,3
3506800,4102,AIP-NESTLE PURINA LITTER,TDCT LW CLMP LTTR W/GLADE,0-Grocery,16,4.6,73,2
3506925,3022,AIP-NESTLE PURINA WET,PRNA1 SMTBL TRKY VENISON,0-Grocery,2,27.0,54,2
3506926,3022,AIP-NESTLE PURINA WET,PRNA1 SMTBL TRKY VENISON,0-Grocery,2,13.5,27,2
3506927,3022,AIP-NESTLE PURINA WET,PRNA1 SMTBL CHK DUCK CUTS,0-Grocery,1,15.0,15,1
3509741,3022,AIP-NESTLE PURINA WET,FFST PLTRY BF GRLD VP,0-Grocery,11,28.8,317,4
3509747,3022,AIP-NESTLE PURINA WET,FRSK MTY BTS CT FD VP,0-Grocery,10,23.3,233,5
3509751,3022,AIP-NESTLE PURINA WET,FRSK PRM FLT CHKN GRAVY,0-Grocery,6,19.3,116,4
3509752,3022,AIP-NESTLE PURINA WET,FRSK PATE CT FD VP,0-Grocery,12,18.8,226,3
3510042,3022,AIP-NESTLE PURINA WET,FFST KITTEN TNDR TRKY FST,0-Grocery,5,11.8,59,2
3510054,3022,AIP-NESTLE PURINA WET,FFST KITTEN TNDR OCN WFSH,0-Grocery,5,10.6,53,2
3511838,3022,AIP-NESTLE PURINA WET,FFST CHUNKY CHICKEN FEAST,0-Grocery,4,21.0,84,4
3512348,3022,AIP-NESTLE PURINA WET,FFST GRLD BEEF FEAST,0-Grocery,3,21.7,65,3
3514646,4102,AIP-NESTLE PURINA LITTER,TDCT 24/7 CLUMPING LITTER,0-Grocery,36,9.3,335,8
3514648,4102,AIP-NESTLE PURINA LITTER,TDCT INST ACT CLMP LITTER,0-Grocery,22,11.2,246,6
3515509,3005,AIP-NESTLE PET (DRY),FRSK PRTY MIX ORIGINAL,0-Grocery,3,10.3,31,1
3516623,3022,AIP-NESTLE PURINA WET,FFST SLCD CHKN HRTS  LVR,0-Grocery,3,16.0,48,2
3516636,3022,AIP-NESTLE PURINA WET,FFST SEAFD PATE CT FD VP,0-Grocery,9,23.6,212,4
3516713,3022,AIP-NESTLE PURINA WET,FFST CLSC TNDR LIVER CHKN,0-Grocery,6,15.5,93,3
3516720,3022,AIP-NESTLE PURINA WET,FFST CLSC SEAFOOD FEAST,0-Grocery,4,14.8,59,1
3516721,3022,AIP-NESTLE PURINA WET,FFST CLSC SVRY SALMON FST,0-Grocery,6,17.0,102,3
3516745,3005,AIP-NESTLE PET (DRY),MSTM BRGRCHS DOG FD 36CT,0-Grocery,12,15.7,188,4
3516756,3022,AIP-NESTLE PURINA WET,FFST CLSC TNDR BEEF FEAST,0-Grocery,6,15.7,94,3
3516757,3022,AIP-NESTLE PURINA WET,FFST CLSC OCEAN WFSH TUNA,0-Grocery,6,17.2,103,3
3516763,3022,AIP-NESTLE PURINA WET,FFST CLSC CHICKEN FEAST,0-Grocery,8,15.3,122,3
3516791,3022,AIP-NESTLE PURINA WET,FRSK MTY BTS BEEF GRAVY,0-Grocery,3,25.0,75,3
3516837,3022,AIP-NESTLE PURINA WET,FRSK CLS PATE TRKY  GBLT,0-Grocery,6,18.3,110,3
3516840,3022,AIP-NESTLE PURINA WET,FRSK CLS PATE MIXED GRILL,0-Grocery,4,10.8,43,3
3516886,4102,AIP-NESTLE PURINA LITTER,TDCT 24/7 NON-CLMP LITTER,0-Grocery,19,8.7,165,3
3517144,4102,AIP-NESTLE PURINA LITTER,TDCT 24/7 NON-CLMP LITTER,0-Grocery,51,10.2,519,6
3581578,3005,AIP-NESTLE PET (DRY),FRSK PARTY MIX GRVY,0-Grocery,3,9.0,27,1
3590341,3005,AIP-NESTLE PET (DRY),PURINA FRISKIES PET SNACK,0-Grocery,1,2.0,2,1
3590364,3005,AIP-NESTLE PET (DRY),FRSK PRTY MIX CAL CRNCH,0-Grocery,1,15.0,15,1
3590753,3005,AIP-NESTLE PET (DRY),FRSK PRTY MIX GRVYLCS TRK,0-Grocery,2,14.5,29,1
3594230,3005,AIP-NESTLE PET (DRY),WLCK CRNCHYYUMY CHKNSFD,0-Grocery,3,9.7,29,1
3596071,3005,AIP-NESTLE PET (DRY),FRSK PRTY MIX BCHSD CRNCH,0-Grocery,4,8.5,34,2
3596227,3005,AIP-NESTLE PET (DRY),FRSK PARTY MIX,0-Grocery,5,32.4,162,4
3596292,3005,AIP-NESTLE PET (DRY),FRSK PARTY MIX,0-Grocery,6,25.3,152,4
3594055,5911,,BLU/GRAY DIVERT PLLT BNDL,0-Grocery,67,10.8,725,1
3594099,5595,,PRODUCE SUPPLY ITEM,8-Produce,8,120.4,963,1
3583926,3780,TAYLOR FARMS SALAD BOWLS,TYFR PROTEIN PLUS CSR SLD,8-Produce,14,3.1,44,2
3583992,3780,TAYLOR FARMS SALAD BOWLS,TYFR PROTEIN GRN GODDESS,8-Produce,10,2.9,29,1
3583993,3780,TAYLOR FARMS SALAD BOWLS,TYFR PROTEIN PLUS STHWST,8-Produce,12,1.9,23,1
3580053,3780,TAYLOR FARMS SALAD BOWLS,PRSL ASN CRSPY RCE SL BWL,8-Produce,16,2.1,34,2
3580086,3780,TAYLOR FARMS SALAD BOWLS,PRSL RSP CHKPEA CHX SL BW,8-Produce,15,4.9,73,2
3580118,3780,TAYLOR FARMS SALAD BOWLS,PRSL GR GOD CHX BCN SL BW,8-Produce,17,5.4,92,2
3582202,3780,TAYLOR FARMS SALAD BOWLS,KRO SANTA FE SALAD BOWL,8-Produce,60,1.7,100,3
3582419,3780,TAYLOR FARMS SALAD BOWLS,KRO CHEF SLD CKN HAM BWL,8-Produce,43,0.8,34,1
3582471,3780,TAYLOR FARMS SALAD BOWLS,KRO APL WALNUT SALAD BOWL,8-Produce,46,2.0,90,2
3582475,3780,TAYLOR FARMS SALAD BOWLS,KRO COBB CKN BCN SLD,8-Produce,42,1.3,53,1
3582620,3780,TAYLOR FARMS SALAD BOWLS,KRO CKN CAESAR SLD BOWL,8-Produce,80,3.4,271,3
3582646,3780,TAYLOR FARMS SALAD BOWLS,KRO GAR CKN BCN SLD BWL,8-Produce,22,1.5,32,2
3582794,3780,TAYLOR FARMS SALAD BOWLS,KRO BLT SALAD BOWL,8-Produce,34,1.3,44,1
3583030,3780,TAYLOR FARMS SALAD BOWLS,TYFR MINION PASTABLTY SLD,8-Produce,5,7.8,39,3
3583056,3780,TAYLOR FARMS SALAD BOWLS,PRSL LMN PARM CHX SLD BWL,8-Produce,17,5.4,92,3
3583283,3780,TAYLOR FARMS SALAD BOWLS,PRSL CHRY BCN CHR SLD BWL,8-Produce,15,3.8,57,2
3583295,3780,TAYLOR FARMS SALAD BOWLS,PRSL CHDR BCN PBL SLD BWL,8-Produce,16,4.3,69,2
3583475,3780,TAYLOR FARMS SALAD BOWLS,KRO MEX STREET CORN BOWL,8-Produce,18,2.5,45,2
3583480,3780,TAYLOR FARMS SALAD BOWLS,KRO CHIX CSR W/BACON BOWL,8-Produce,43,1.7,73,1
3581328,3188,(AIP) NIAGARA BOTTLING LLC,KRO PURIFIED WATER 24PK,0-Grocery,616,12.5,"7,696",46
3590959,3188,(AIP) NIAGARA BOTTLING LLC,KRO PURIFIED WTR PET,0-Grocery,168,13.6,"2,291",48
3590972,3188,(AIP) NIAGARA BOTTLING LLC,KRO DISTILLED WTR PET,0-Grocery,128,3.7,477,10
3591596,3188,(AIP) NIAGARA BOTTLING LLC,KRO SPRING WATER 24PK,0-Grocery,"1,450",6.2,"8,952",107
3597008,3188,(AIP) NIAGARA BOTTLING LLC,KRO ALKALINE WATER 24PK,0-Grocery,645,10.9,"7,027",84
3598487,3188,(AIP) NIAGARA BOTTLING LLC,NDIW PURIFIED WTR 24PK,0-Grocery,241,7.6,"1,841",22
3501048,3013,POST CONSUMER BRANDS,PST PRM PRO MPL BRSGR 6CT,0-Grocery,1,10.0,10,1
3502109,3013,POST CONSUMER BRANDS,PST PRM PRO APL CN OM 6CT,0-Grocery,1,10.0,10,1
3502296,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES,0-Grocery,5,1.2,6,1
3502391,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES,0-Grocery,9,16.0,144,6
3502698,3013,POST CONSUMER BRANDS,POST COCOA PEBBLES,0-Grocery,5,18.0,90,5
3502734,3013,POST CONSUMER BRANDS,POST OREO PUFFS CEREAL,0-Grocery,7,7.1,50,2
3504131,3013,POST CONSUMER BRANDS,POST HNY BNCH OAT ALMND,0-Grocery,5,9.6,48,2
3504195,3013,POST CONSUMER BRANDS,POST HNY BNCH OAT HNY RST,0-Grocery,4,13.8,55,2
3504246,3013,POST CONSUMER BRANDS,POST HONEY BUNCHES,0-Grocery,2,17.0,34,1
3504569,3013,POST CONSUMER BRANDS,KRO GNT SIZE FRUIT RINGS,0-Grocery,6,2.8,17,1
3504582,3013,POST CONSUMER BRANDS,KRO GNT SZE HNY NT TSTD O,0-Grocery,12,6.6,79,5
3500581,3013,POST CONSUMER BRANDS,MOML ORIG HOT WHEAT CRL,0-Grocery,4,1.8,7,1
3500583,3013,POST CONSUMER BRANDS,PTRPN CREAMY PEANUT BTTR,0-Grocery,11,15.9,175,3
3500593,3013,POST CONSUMER BRANDS,KRO RICE BITS,0-Grocery,4,25.0,100,5
3500716,3013,POST CONSUMER BRANDS,PTRPN CRUNCHY PEANUT BTTR,0-Grocery,4,25.5,102,2
3500793,3013,POST CONSUMER BRANDS,PTRPN CRMY HNY RSTD PB,0-Grocery,4,15.0,60,2
3500869,3013,POST CONSUMER BRANDS,POST CINNAMON PEBBL,0-Grocery,4,31.0,124,4
3500882,3013,POST CONSUMER BRANDS,POST HNY BNCH OATS GI ALM,0-Grocery,10,18.5,185,7
3501067,3013,POST CONSUMER BRANDS,PST PRM PRO CHOC ALMND,0-Grocery,3,17.0,51,1
3501113,3013,POST CONSUMER BRANDS,POST COCOA PEBBLES CUP,0-Grocery,5,6.6,33,1
3501174,3013,POST CONSUMER BRANDS,POST HONEY CEREALS,0-Grocery,9,15.2,137,3
3501178,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES CUP,0-Grocery,6,12.2,73,2
3501191,3013,POST CONSUMER BRANDS,POST G/GRNS CRNCHY PECANS,0-Grocery,6,7.2,43,2
3501193,3013,POST CONSUMER BRANDS,POST G/GRNS RSN DT PECANS,0-Grocery,5,5.4,27,1
3501228,3013,POST CONSUMER BRANDS,MOML CINNMN TOASTRS SS BG,0-Grocery,7,0.6,4,1
3501456,3013,POST CONSUMER BRANDS,POST HONEYCOMB GIANT,0-Grocery,5,17.4,87,4
3501553,3013,POST CONSUMER BRANDS,POST GRAPE NUTS,0-Grocery,10,16.1,161,6
3501657,3013,POST CONSUMER BRANDS,POST G/GRNS CRANBRY ALMND,0-Grocery,4,1.8,7,1
3501808,3013,POST CONSUMER BRANDS,POST COCOA PEBBLES,0-Grocery,5,19.6,98,4
3501884,3013,POST CONSUMER BRANDS,PST PRM PRO MXD BRY ALMD,0-Grocery,4,1.5,6,1
3501923,3013,POST CONSUMER BRANDS,MOML FRUITY DYNO BITE,0-Grocery,12,2.0,24,2
3502038,3013,POST CONSUMER BRANDS,MOML BLBRY COLOS CRNCH SS,0-Grocery,8,0.3,2,1
3502068,3013,POST CONSUMER BRANDS,KRO PB CHOC PUFF CEREAL,0-Grocery,2,18.0,36,2
3502110,3013,POST CONSUMER BRANDS,POST HONEYCOMB,0-Grocery,4,9.3,37,2
3502200,3013,POST CONSUMER BRANDS,KRO FRST SHRD WHT BTSZ,0-Grocery,10,5.2,52,3
3502467,3013,POST CONSUMER BRANDS,POST HONEYMAID SMORES CRL,0-Grocery,5,13.6,68,2
3502495,3013,POST CONSUMER BRANDS,PTRPN NAT HNY RST CRMY PB,0-Grocery,3,6.3,19,1
3502582,3013,POST CONSUMER BRANDS,KRO CRUNCHY RASIN BRAN,0-Grocery,9,5.0,45,2
3502841,3013,POST CONSUMER BRANDS,KRO FRST SHRD STRWBR BTSZ,0-Grocery,5,2.6,13,1
3502844,3013,POST CONSUMER BRANDS,PTRPN CREAMY PEANUT BTTR,0-Grocery,5,3.0,15,1
3502921,3013,POST CONSUMER BRANDS,POST SHREDDED WHT BG BSCT,0-Grocery,2,10.0,20,1
3503127,3013,POST CONSUMER BRANDS,MOML MARSHMALLOW MATEYS,0-Grocery,5,2.6,13,2
3503151,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES MARSH,0-Grocery,12,7.3,87,5
3503174,3013,POST CONSUMER BRANDS,POST HNY BNCH OAT STRWBRY,0-Grocery,10,11.6,116,5
3503271,3013,POST CONSUMER BRANDS,MOML TOOTIE FRUITI SS BAG,0-Grocery,7,2.1,15,1
3503407,3013,POST CONSUMER BRANDS,POST HNY BNCH OAT W/ALMND,0-Grocery,30,14.6,437,16
3503518,3013,POST CONSUMER BRANDS,POST GOLDEN CRISP,0-Grocery,9,15.1,136,6
3503519,3013,POST CONSUMER BRANDS,POST COCOA PEBBLES,0-Grocery,18,3.8,69,2
3503526,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES,0-Grocery,26,5.2,136,4
3503606,3013,POST CONSUMER BRANDS,POST HONEYCOMB CEREAL,0-Grocery,17,3.1,53,2
3503668,3013,POST CONSUMER BRANDS,POST HNY BNCH OATS HR GNT,0-Grocery,8,16.5,132,6
3503691,3013,POST CONSUMER BRANDS,POST HNY BNCH OAT HNY RST,0-Grocery,16,10.5,168,6
3503785,3013,POST CONSUMER BRANDS,PTRPN CREAMY PEANUT BTTR,0-Grocery,8,21.5,172,3
3503971,3013,POST CONSUMER BRANDS,POST HONEYCOMB CO CEREAL,0-Grocery,7,4.4,31,2
3504081,3013,POST CONSUMER BRANDS,MOML COCO ROOS,0-Grocery,6,16.5,99,9
3504186,3013,POST CONSUMER BRANDS,MOML SMORES,0-Grocery,5,3.6,18,1
3504551,3013,POST CONSUMER BRANDS,KRO HNY N OAT HNY RST CRL,0-Grocery,2,12.5,25,1
3504578,3013,POST CONSUMER BRANDS,KRO GNT SIZE FRSTD FLAKES,0-Grocery,9,3.2,29,2
3504584,3013,POST CONSUMER BRANDS,KRO GNT SZE CIN CRNCH,0-Grocery,7,5.6,39,3
3504702,3013,POST CONSUMER BRANDS,KRO RAISIN BRAN,0-Grocery,10,12.5,125,4
3504708,3013,POST CONSUMER BRANDS,KRO BRAN FLAKES,0-Grocery,7,8.4,59,3
3504711,3013,POST CONSUMER BRANDS,KRO APPLE CRUNCH CEREAL,0-Grocery,4,3.0,12,1
3504733,3013,POST CONSUMER BRANDS,MOML FRSTD FLAKES SS BAG,0-Grocery,7,3.6,25,2
3504734,3013,POST CONSUMER BRANDS,KRO TSTD FLKS W/ FRTYGRT,0-Grocery,3,11.3,34,2
3504760,3013,POST CONSUMER BRANDS,MOML SMORES,0-Grocery,3,1.0,3,1
3504781,3013,POST CONSUMER BRANDS,POST RAISIN BRAN,0-Grocery,15,6.7,100,3
3504782,3013,POST CONSUMER BRANDS,KRO HNY N OAT W ALMND CRL,0-Grocery,5,11.0,55,2
3505014,3013,POST CONSUMER BRANDS,POST COCOA PEBBLES,0-Grocery,4,24.5,98,7
3505027,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES CREAL,0-Grocery,7,8.6,60,4
3505040,3013,POST CONSUMER BRANDS,KRO TOASTED OATS,0-Grocery,5,7.4,37,2
3505042,3013,POST CONSUMER BRANDS,KRO BERRY CRUNCH CEREAL,0-Grocery,4,7.5,30,2
3505150,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES,0-Grocery,7,16.1,113,7
3505406,3013,POST CONSUMER BRANDS,PTRPN CRUNCHY PEANUT BTTR,0-Grocery,2,28.0,56,1
3505850,3013,POST CONSUMER BRANDS,KRO TSD FLAKES W/STRAWBRY,0-Grocery,2,6.5,13,1
3506505,3013,POST CONSUMER BRANDS,KRO MNI WHEAT,0-Grocery,8,3.6,29,1
3506617,3013,POST CONSUMER BRANDS,KRO CRISPY RICE,0-Grocery,11,2.0,22,1
3506694,3013,POST CONSUMER BRANDS,POST FRUITY PEBBLES FS,0-Grocery,1,9.0,9,1
3581043,2419,ARMOUR-ECKRICH MEATS,HEBW FRANK FAMILY PACK,6-Meat,4,7.0,28,1
3550005,5638,CONAGRA DAIRY FOODS CO,SMTBAL BUTTERY SPREAD,2-Dairy,6,17.3,104,4
3550018,5638,CONAGRA DAIRY FOODS CO,RDWHP XTRA CREAMY TOPPING,2-Dairy,8,8.1,65,2
3550028,7237,CACIQUE  INC.,CACQ RANCHERO QUESO FRSCO,2-Dairy,47,10.5,493,5
3550034,5638,CONAGRA DAIRY FOODS CO,BLBN VEG OIL SPREAD TUB,2-Dairy,22,12.1,266,6
3550047,5703,#MULTIVALUE,LAVAQ CREMA CHSE MEXICNA,2-Dairy,12,4.2,50,1
3550051,5638,CONAGRA DAIRY FOODS CO,RDWHP WHIPPED TOPPING,2-Dairy,28,16.8,470,6
3550055,7237,CACIQUE  INC.,CACQ RNCHRO FRESCO QUESO,2-Dairy,5,6.2,31,1
3550077,5638,CONAGRA DAIRY FOODS CO,RDWHP XTRA CREAMY TOPPING,2-Dairy,16,12.6,202,3
3550080,5638,CONAGRA DAIRY FOODS CO,RDWHP REAL CREAM TOPPING,2-Dairy,17,17.5,298,6
3550105,5703,#MULTIVALUE,LAVAQ FRESCO MEXCNO QUESO,2-Dairy,10,7.0,70,1
3550106,7237,CACIQUE  INC.,CACQ QUESO SHRED CHEESE,2-Dairy,2,23.5,47,1
3550109,7237,CACIQUE  INC.,CACQ PANELA PRT SKIM CHSE,2-Dairy,9,16.7,150,3
3550122,7237,CACIQUE  INC.,CACQ COTIJA  CHEESE,2-Dairy,8,2.5,20,1
3550135,5638,CONAGRA DAIRY FOODS CO,RDWHP ZERO SUGAR WHIP CRM,2-Dairy,13,13.5,175,3
3550156,7237,CACIQUE  INC.,CACQ OAXACA,2-Dairy,2,9.0,18,1
3550197,5703,#MULTIVALUE,LAVAQ QUESO FRESCO,2-Dairy,5,5.0,25,1
3550236,5703,#MULTIVALUE,LAVAQ PANELA CHEESE,2-Dairy,10,4.6,46,1
3550286,5703,#MULTIVALUE,LAVAQ OAXACA QUESO,2-Dairy,6,7.5,45,1
3550302,7237,CACIQUE  INC.,CACQ CREMA MEXICANA,2-Dairy,17,14.5,247,3
3550307,7237,CACIQUE  INC.,CACQ CREMA SALVADORENA,2-Dairy,5,19.4,97,2
3550372,5638,CONAGRA DAIRY FOODS CO,SMTBAL BUTTERY SPREAD TUB,2-Dairy,11,11.0,121,2
3550391,7237,CACIQUE  INC.,CACQ QUESO FRESCO,2-Dairy,15,12.7,191,2
3550426,9199,DAIRY FARMERS OF AMERICA,BRDN GRTD PRMSN CHS,2-Dairy,4,25.5,102,2
3550581,5703,#MULTIVALUE,LAVAQ QUESO OAXACA SHRD,2-Dairy,15,0.8,12,1
3550612,5703,#MULTIVALUE,LAVAQ QUESO QUESADILLA,2-Dairy,19,5.8,110,1
3550718,5638,CONAGRA DAIRY FOODS CO,BLBN SPREAD TUB,2-Dairy,11,11.5,127,2
3550753,4671,RAYMUNDOS FOOD PRODUCTS INC,SENOR RICO CARMEL FLAN,2-Dairy,4,21.8,87,2
3550838,5703,#MULTIVALUE,CAST LA VAQUITA CHEESE,2-Dairy,10,10.4,104,1
3551017,5638,CONAGRA DAIRY FOODS CO,SMTBAL EVOO BUTTERY SPRD,2-Dairy,13,10.0,130,2
3571570,5638,CONAGRA DAIRY FOODS CO,PRKAY SPREAD SQUEEZE,2-Dairy,5,10.8,54,2
3571617,5638,CONAGRA DAIRY FOODS CO,BLBN VEG OIL SPREAD 4CT,2-Dairy,19,12.2,232,7
3581952,2419,ARMOUR-ECKRICH MEATS,HEBW BF FRANK BUN LENGTH,6-Meat,16,2.8,45,1
3582212,2419,ARMOUR-ECKRICH MEATS,HBRW BEEF FRANKS JUMBO,6-Meat,14,4.2,59,1
3583425,2419,ARMOUR-ECKRICH MEATS,HEBW DINNER FRANKS,6-Meat,4,8.0,32,1
3583520,2419,ARMOUR-ECKRICH MEATS,HBRW KSHR ALL BEEF FRANKS,6-Meat,19,7.8,148,2
3502544,6860,WHATABURGER SUPPLY,WHATABURGER SPICY K,0-Grocery,4,45.8,183,5
3505938,3289,AIP-BEST MAID PRODUCTS,BST MD DILL RELISH,0-Grocery,1,130.0,130,1
3520966,8006,BIRRIA QUEEN LLC,SEASONING BOMBS MX SHPR,0-Grocery,2,0.5,1,1
3555557,7914,FLOWERS FOODS  INC.,WNDR ICED HNY BUNS 6CT,0-Grocery,6,19.0,114,5
3500100,1180,EAGLE FAMILY FOODS GROUP LLC,EAGLE SWTND CONDENSD MILK,0-Grocery,6,4.0,24,1
3500188,30,AIP CLINTS PICANTE INC,CLINT MEDIUM TEXAS SALSA,0-Grocery,13,29.5,384,3
3500207,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR BEEF STROGANOFF,0-Grocery,10,1.8,18,1
3500295,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR CHILI MACARONI,0-Grocery,3,41.7,125,3
3500394,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR CHSBRGR MACARONI,0-Grocery,6,5.0,30,1
3500436,1180,EAGLE FAMILY FOODS GROUP LLC,MAGN SWTND CONDENSED MILK,0-Grocery,1,10.0,10,1
3500446,1180,EAGLE FAMILY FOODS GROUP LLC,HH CHEESEBUGER VALUE PK,0-Grocery,10,10.4,104,3
3500502,1180,EAGLE FAMILY FOODS GROUP LLC,SDNLY PSTA SLD CAESAR,0-Grocery,2,71.5,143,2
3500503,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR BEEF PASTA,0-Grocery,2,98.0,196,2
3500534,1180,EAGLE FAMILY FOODS GROUP LLC,SDNY PSTA SLD CLASSIC,0-Grocery,10,8.3,83,2
3500561,1180,EAGLE FAMILY FOODS GROUP LLC,SDNY PSTA SLD RNCH BACON,0-Grocery,4,77.0,308,4
3500572,6860,WHATABURGER SUPPLY,WHTBRG SWT  SPCY SCE,0-Grocery,4,73.5,294,3
3500574,3289,AIP-BEST MAID PRODUCTS,BST MD SLC HAMB DILL PCKL,0-Grocery,14,9.6,135,2
3500579,3289,AIP-BEST MAID PRODUCTS,BST MD SLC BRGR DILL PCKL,0-Grocery,7,28.4,199,7
3500714,3289,AIP-BEST MAID PRODUCTS,BST MD WHOLE DILL PICKLES,0-Grocery,11,16.2,178,5
3501195,3289,AIP-BEST MAID PRODUCTS,BST MD KOSHER PCKL SPEARS,0-Grocery,7,14.0,98,2
3501462,3108,(AIP) GILSTER-MARY LEE,KRO CORN FLAKES,0-Grocery,11,5.6,62,3
3501549,6860,WHATABURGER SUPPLY,WHTABRG SPICY JLPN RNCH,0-Grocery,10,24.6,246,4
3501654,6860,WHATABURGER SUPPLY,WHTABRG 1 KND CRMY PPR SC,0-Grocery,9,26.0,234,2
3501675,3057,(AIP) TRINIDAD/BENHAM,KRO CAJUN SOUP MIX,0-Grocery,2,35.0,70,2
3501732,6860,WHATABURGER SUPPLY,WHTABRG BUFFALO SAUCE,0-Grocery,3,86.0,258,2
3501770,6860,WHATABURGER SUPPLY,WHTABRG CLSC HONEY MSTRD,0-Grocery,1,203.0,203,2
3502519,6860,WHATABURGER SUPPLY,WHTABRG SPICY KETCHUP,0-Grocery,13,20.0,260,4
3502589,3289,AIP-BEST MAID PRODUCTS,BST MD WHOLE DILL PICKLES,0-Grocery,5,25.8,129,4
3502700,6860,WHATABURGER SUPPLY,WHTABRG FANCY KETCHUP,0-Grocery,11,34.2,376,5
3502738,3289,AIP-BEST MAID PRODUCTS,BST MD HAMBRGR PICKLES,0-Grocery,12,59.6,715,11
3503150,1180,EAGLE FAMILY FOODS GROUP LLC,KRO SWTND CONDENSED MILK,0-Grocery,24,14.9,358,6
3503402,3057,(AIP) TRINIDAD/BENHAM,KRO INSTANT JASMINE RICE,0-Grocery,3,8.3,25,1
3503626,3108,(AIP) GILSTER-MARY LEE,KRO PIZZA CRUST MIX,0-Grocery,4,7.0,28,1
3503903,3289,AIP-BEST MAID PRODUCTS,BST MD HBNR PICKLE CHIPS,0-Grocery,3,41.3,124,2
3503911,3289,AIP-BEST MAID PRODUCTS,BST MD BEER PICKLE,0-Grocery,1,157.0,157,1
3503922,3289,AIP-BEST MAID PRODUCTS,DEL DX POLISH STYLE PCKLS,0-Grocery,4,16.8,67,3
3504179,3289,AIP-BEST MAID PRODUCTS,BEST MAID PICKLE JUICE,0-Grocery,8,19.8,158,6
3504192,3289,AIP-BEST MAID PRODUCTS,BST MD PICKLED OKRA,0-Grocery,4,16.3,65,1
3504388,3057,(AIP) TRINIDAD/BENHAM,KRO HAM FLVR PINTO BEANS,0-Grocery,3,12.7,38,1
3504968,30,AIP CLINTS PICANTE INC,CLINT HOT TEXAS SALSA,0-Grocery,5,12.6,63,1
3504969,30,AIP CLINTS PICANTE INC,CLINT MILD TEXAS SALSA,0-Grocery,9,33.0,297,2
3505375,3108,(AIP) GILSTER-MARY LEE,KRO MARSHMALLOW CREME,0-Grocery,3,5.7,17,1
3505742,6687,CORDIALSA USA  INC.,AMOR BLK LBL HOT SAUCE,0-Grocery,1,20.0,20,1
3505827,7857,MCLANE GROUP INTERNATIONAL L.P,MZNA CORN STARCH,0-Grocery,2,5.0,10,1
3505913,3057,(AIP) TRINIDAD/BENHAM,KRO INSTANT WHITE RICE,0-Grocery,7,24.7,173,7
3506114,6860,WHATABURGER SUPPLY,WHTABRG SPICY KETCHUP,0-Grocery,18,31.3,564,6
3506135,6860,WHATABURGER SUPPLY,WHTABRG FNCY KETCHUP,0-Grocery,15,35.3,529,6
3506270,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR STROGANOFF,0-Grocery,7,7.7,54,2
3506273,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR LASAGNA,0-Grocery,8,13.3,106,2
3506275,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR CHEESEBURGER MAC,0-Grocery,11,12.4,136,2
3506278,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR CHSY ITLN SHELLS,0-Grocery,8,9.3,74,2
3506280,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR BEEF PASTA,0-Grocery,7,16.7,117,2
3506287,1180,EAGLE FAMILY FOODS GROUP LLC,TUNA HLPR CREAMY BROCCOLI,0-Grocery,1,159.0,159,2
3506292,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR DBL CHSBRGER MAC,0-Grocery,10,5.8,58,1
3506293,1180,EAGLE FAMILY FOODS GROUP LLC,TUNA HLPR CLSC CHSY PASTA,0-Grocery,4,10.0,40,1
3506300,1180,EAGLE FAMILY FOODS GROUP LLC,HMB HLPR DLX CHSBRGR MAC,0-Grocery,6,11.7,70,2
3506365,3057,(AIP) TRINIDAD/BENHAM,KRO FARRO,0-Grocery,2,30.5,61,1
3506610,3289,AIP-BEST MAID PRODUCTS,BST MD SOUR PICKLES,0-Grocery,6,19.5,117,2
3506614,3289,AIP-BEST MAID PRODUCTS,BST MD WHOLE DILL PICKLES,0-Grocery,12,13.3,159,3
3506615,3289,AIP-BEST MAID PRODUCTS,BST MD BABY DILLS,0-Grocery,5,11.8,59,1
3506629,1180,EAGLE FAMILY FOODS GROUP LLC,PET EVAPORATED MILK,0-Grocery,6,13.7,82,2
