Wskusku,Description,Location,High,Tie,Case Height,Case Depth,Case Width,Case Weight
3590085,LG MC MSHRM HOUSE 21270       ,91JN02              ,4,16,11.02,11.77,9.65,6.06
3590485,LEGO MEDIEVAL DRAGN 31161     ,91JN73              ,4,12,11.02,15.67,9.57,9.08
3591055,LG NINJGO JAY CAR 71856       ,91JP02              ,4,20,11.02,9.57,9.37,4.48
3592170,BLW POP 36 HL ELEC BBL GN     ,91JP22              ,3,4,11.00,22.00,14.00,24.00
3591212,LG ART LOVE 31214             ,91JP53              ,4,12,11.02,15.67,9.92,7.27
3592200,PT CATCH N THROW 3PC SET      ,91JP73              ,3,4,11.00,22.00,14.00,24.00
3591213,LG HP BOOKNOOK 76450          ,91JQ02              ,2,20,18.66,11.69,7.56,6.61
3591410,LEGO CITY F1 60445            ,91JQ22              ,2,16,22.01,11.77,9.92,12.50
3591413,LEGO NJ NINJA 71866           ,91JQ53              ,4,20,11.02,9.57,9.37,4.56
3591714,LEGO BTNCLS TULIP 11501       ,91JQ73              ,4,12,11.02,15.67,9.02,5.80
3592109,LEGO ICONS 10313              ,91JR02              ,4,12,11.02,15.67,9.57,6.48
3583154,DOWNY BEADS  SHPR             ,91JR22              ,1,8,47.00,17.25,12.94,47.20
3592115,LG BOTANICAL ORCHID 10311     ,91JR53              ,4,12,11.02,15.67,9.02,5.68
3570048,WNDR PISTACHIOS VAR SHPR      ,91JR73              ,1,7,38.81,18.75,11.50,30.62
3592116,LG IC TINY PLANTS 10329       ,91JS02              ,4,12,11.02,15.67,9.57,7.26
3585193,HAMP PNTS IS RS TX RNGRS      ,91JS22              ,5,7,7.40,21.80,12.80,15.00
3592117,LEGO DSNY WALL-E 43279        ,91JS53              ,4,19,11.02,11.77,8.15,4.37
3582982,TIDE EVO 42CT MXD PLLT        ,91JS73              ,1,4,57.87,24.00,20.00,114.34
3520650,POP-TARTS STUFFED SHPR        ,91JT02              ,2,9,22.75,15.63,13.25,39.86
3521006,HD VLY ORIG RANCH SHPR        ,91JT22              ,3,5,11.88,23.00,14.75,48.10
3582147,PUFFS 4X72 QTR PLLT           ,91JT53              ,1,4,36.37,24.00,20.00,59.00
3520486,KRFT RANCH N ZST ITL SHPR     ,91JT73              ,3,6,10.75,20.00,15.38,40.00
3580143,DOWNY BEADS SHEET SHPR        ,91JU02              ,1,8,47.37,17.00,12.87,69.53
3592135,LEGO IDEAS 21362              ,91JU22              ,4,12,11.02,15.67,9.02,6.62
3592147,LEGO STAR WARS 75408          ,91JU53              ,3,30,14.69,8.15,7.76,4.25
3592148,LG MC PICKAXE MINE 21277      ,91JU73              ,4,16,11.02,11.77,9.65,6.16
3592149,LG CR HAUNTD MNSION 31167     ,91JV02              ,3,13,14.69,15.51,9.02,10.92
3592150,LEGO SUPER MARIO 72046        ,91JV22              ,5,13,8.27,14.57,8.90,4.37
3592151,LEGO BOTANICALS 10372         ,91JV53              ,4,12,11.02,15.67,9.02,5.83
3592152,LEGO BOTANICALS 10374         ,91JV73              ,4,12,11.02,15.67,9.02,5.79
3503285,PTPR CHUNK STYLE DOG FOOD     ,G1BA02              ,7,3,6.50,34.00,17.00,45.20
3500543,KIBBIT MNI BTS BCN STK FL     ,G1BA12              ,9,7,3.49,20.22,13.61,16.30
3504099,KIBBLES N BITS TRIP           ,G1BA22              ,6,4,5.00,24.00,19.00,40.42
3501666,SPRMSRC TKYSWT POT DG FD      ,G1BA32              ,8,5,4.75,28.25,14.75,23.00
3503714,IAMS PAH BEEF RICE MINI       ,G1BB02              ,9,4,4.69,22.99,18.15,30.20
3505095,PRNA1 CHKN RICE DOG FOOD      ,G1BB12              ,11,5,3.70,24.00,16.00,16.50
3504966,BNFL ORIGINALS DOG FOOD       ,G1BB22              ,13,5,3.25,22.00,14.75,14.20
3501535,PTPR STEAK VEG DOG FOOD       ,G1BB32              ,7,3,5.00,32.00,17.00,45.71
3501746,SPRMSRC TKYSWT POT DG FD      ,G1BC02              ,4,7,9.00,22.00,9.00,27.50
3502176,KRO WILD BIRD SEED            ,G1BC12              ,10,5,5.00,28.00,17.00,40.30
3503776,ABOUND PRO IND WGHT HRB       ,G1BC22              ,3,8,18.97,17.32,9.13,30.58
3503368,IAMS PAH LG BRD ADULT DOG     ,G1BC32              ,9,4,4.75,24.00,19.00,31.10
3502584,SPRMSRC SLMNSWT PT DG FD      ,G1BD02              ,8,5,4.75,28.25,14.75,23.00
3503667,IAMS PAH BEEF RICE MINI       ,G1BD12              ,12,7,3.50,20.04,13.82,15.16
3502674,ABOUND PR LGBR CHKN BR RC     ,G1BD22              ,7,5,6.00,31.50,15.50,30.21
3502837,PRNA1 SMTBL TI HP W/BS        ,G1BD32              ,10,5,4.00,23.75,15.50,15.25
3504147,FRSK SEAFD SNST DRY CT FD     ,G1BF02              ,7,4,4.50,24.00,19.50,30.40
3506061,PRNA BENEFUL ORIG             ,G1BF12              ,8,3,4.50,32.00,18.50,36.30
3505083,KIBBIT BCN STK DRY DOG FD     ,G1BF22              ,9,7,3.46,20.22,13.61,16.50
3503079,IAMS PROHEALTH ADUL           ,G1BF32              ,6,10,7.48,18.74,9.49,21.05
3503366,IAMS PAH MINICHUNKS DG FD     ,G1BG02              ,9,4,4.00,24.00,17.75,31.10
3502704,SPRMSRC SLMNSWT PT DG FD      ,G1BG12              ,4,7,9.00,22.00,9.00,27.50
3505674,PRNA1 SMTBL TKY VENISON       ,G1BG22              ,6,4,6.50,24.50,18.00,28.00
3502390,IAMS PROHEALTH HEAL           ,G1BG32              ,6,10,7.99,17.01,9.49,21.07
3502143,KRO WILD BIRD SEED            ,G1BH02              ,14,6,3.50,23.00,12.50,25.20
3505096,PRNA1 SMTBL VBR MAT 7 SNR     ,G1BH12              ,11,5,4.00,24.00,16.00,16.50
3506071,PRNA CAT CHOW INDOOR          ,G1BH22              ,12,5,3.50,22.00,14.75,16.30
3501496,IAMS CHKN  WHL GRN RCPE       ,G1BH32              ,12,7,3.43,18.75,13.75,13.63
3502666,PTPR INDOOR CAT FOOD          ,G1BJ02              ,11,5,2.75,25.00,16.00,16.30
3504982,PRNA1 SMTBL BF  RICE DF       ,G1BJ12              ,5,5,9.00,21.00,14.00,32.90
3505721,PRNA CAT CHOW COMPLETE        ,G1BJ22              ,10,5,3.65,24.00,15.75,20.50
3505382,PRNA1 SMTBL CHICKEN  TKY      ,G1BJ32              ,5,7,9.50,18.00,12.50,28.50
3501951,KRO BLCK SUNFLOWER SEED       ,G1BK02              ,12,7,5.33,25.00,16.00,20.10
3502580,PRNA DOG CHOW CMPLT AD BF     ,G1BK12              ,12,5,3.50,22.00,15.50,18.70
3503374,PTPR SMALL BITES DOG FOOD     ,G1BK22              ,10,5,3.50,25.50,16.00,18.10
3501477,RRAY NUTR BF PEA BR RC DF     ,G1BK32              ,8,4,5.50,24.25,18.00,30.24
3502424,FRSK SURFIN  TURFIN           ,G1BL02              ,12,5,3.00,22.00,15.00,16.30
3501860,TMTS TMPT TUNA CHKN CT FD     ,G1BL12              ,12,7,3.00,34.00,13.74,14.01
3500177,SMRTWY WILD BIRD SEED         ,G1BL22              ,14,7,3.50,20.00,13.00,20.40
3505223,PRNA CAT CHOW SNR 3.15 LB     ,G1BL32              ,5,13,5.50,15.25,8.50,13.10
3505094,KIBBLES N BITS MINI BITES     ,G1BM02              ,9,7,3.46,20.22,13.61,16.50
3502718,PTPR HRT EYE IMMNTY CATFD     ,G1BM12              ,11,5,2.75,25.00,16.00,16.30
3504042,PRNA1 SMTBL GRW&DVLP PPPY     ,G1BM22              ,5,5,9.00,21.00,14.00,32.90
3501625,PTPR HP BF LMB FLVR DF        ,G1BM32              ,11,5,2.75,25.00,16.00,18.30
3505099,PRNA1 SMTBL HLTHY WEIGHT      ,G1BN02              ,11,5,3.70,22.50,15.00,17.20
3503980,PRNA1 SMTBL TI TKYVNSN        ,G1BN12              ,5,5,9.00,20.00,12.00,31.20
3505647,BNFL HLTHY WEIGHT DOG FD      ,G1BN22              ,6,4,4.50,25.00,20.25,28.40
3503314,ABOUND GRF SALMON DG          ,G1BN32              ,11,7,3.50,20.25,12.75,14.20
3505101,PRNA1 LAMB RICE DOG FOOD      ,G1BP12              ,11,5,3.50,20.60,15.70,16.50
3502673,PTPR STEAK VEG DOG FOOD       ,G1BP22              ,10,5,3.50,25.50,16.00,18.10
3500186,PDGR ADL HG PR BEEF  LMB      ,G1BP32              ,12,5,3.66,22.01,15.63,18.16
3500477,KRO BLCK SUNFLOWER SEED       ,G1CB02              ,5,9,11.50,15.87,12.75,32.00
3505308,IAMS LMB  RICE DF             ,G1CC02              ,12,7,4.25,22.17,13.58,15.19
3505269,FRSK SEAFOOD SENSATIONS       ,G1CC12              ,5,13,6.00,15.50,6.50,13.10
3500090,PDGR SML DOG RC RCE  VEG      ,G1CC22              ,11,7,4.02,20.91,13.90,14.14
3501501,RRAY CHCK VEG FOOD            ,G1CC32              ,8,4,6.00,24.25,18.00,30.24
3504424,FRESH STEP SCOOP MULTI        ,G1CD02              ,3,14,10.88,13.25,10.43,46.00
3503564,MXMX TC BEEF SLMN BITES       ,G1CD12              ,13,7,3.25,20.50,14.50,14.50
3502659,ABOUND SMBR PR BF SWT PT      ,G1CD22              ,10,7,3.50,24.10,13.00,16.16
3505088,PRNA DOG CHOW COMPLETE        ,G1CD32              ,12,5,3.70,22.00,16.00,18.50
3500461,MWMX ORIG DRY CAT FOOD        ,G1CF02              ,9,4,5.00,24.00,17.00,26.30
3503566,MWMX TNDER CTRS SLMN TRKY     ,G1CF12              ,13,7,3.25,20.50,14.50,14.50
3500040,PDGR ADL DOG CHK  STK TB      ,G1CF22              ,11,7,4.02,20.91,13.82,14.19
3512727,MRTN SYSTEM SAVER PELLETS     ,G1CF32              ,9,7,4.30,20.50,13.50,39.30
3501410,RRAY NUTR SLMN VEG DGFD       ,G1CG02              ,11,7,3.50,20.00,14.00,12.13
3503573,MWMX TNDR SLMN CHKN           ,G1CG12              ,13,7,3.25,20.50,14.50,14.50
3501328,FRESH STEP GAIN SCENTED       ,G1CG22              ,3,14,10.88,13.25,10.43,46.00
3503721,PDGR ADULT BCN BT DG FD       ,G1CG32              ,12,5,3.66,22.01,15.63,18.23
3501551,PDGR ADLT RT CH RCE  VEG      ,G1CH02              ,12,5,3.66,22.01,15.63,18.16
3504199,NUTRO SML BRD SNR CHKN BR     ,G1CH12              ,5,11,9.25,15.71,12.39,16.20
3501964,PRNA BNFL W/NTRL SLMN DF      ,G1CH22              ,13,5,3.25,22.00,14.75,14.20
3506075,BNFL INCREDIBITES DOG FD      ,G1CH32              ,5,11,8.00,15.50,9.50,14.40
3501521,RRAY CHCK VEG FOOD            ,G1CJ02              ,5,13,8.00,12.50,7.50,15.31
3500046,PDGR SML DOG CHK  STK TB      ,G1CJ12              ,11,7,4.02,20.91,13.82,14.19
3501442,RRAY NUTR HLTHY WGHT          ,G1CJ22              ,11,7,3.50,20.00,14.00,12.13
3502160,ABOUND PR CH BR RC PPY FD     ,G1CJ32              ,10,7,3.50,24.10,13.00,16.16
3503635,PRNA CHOW COMPLT CAT FOOD     ,G1CK02              ,12,5,3.25,21.50,14.75,15.30
3505249,PDGR ADLT CN GRLD STK VEG     ,G1CK12              ,12,5,3.66,22.01,15.63,18.16
3505527,IAMS PAH ORIGINAL CHICKEN     ,G1CK22              ,6,8,9.20,20.00,11.00,28.00
3505486,BNFL HLTHY GRWTH PUPPY FD     ,G1CK32              ,13,5,3.25,22.00,14.75,14.20
3502764,PRNA DOG CHOW BEEF FLV        ,G1CL02              ,6,4,6.00,34.00,17.00,44.30
3500902,PDGR PUPPY CHIC  VEG FLV      ,G1CL12              ,11,5,3.35,21.50,15.12,14.14
3502756,PURINA DOG CHOW CHKN          ,G1CL22              ,6,4,4.75,30.50,18.00,44.30
3504128,PRNA CAT CHOW NTRL PT FD      ,G1CL32              ,9,5,3.70,24.00,16.00,18.25
3503612,NAT RCP CHKN BRLY RICE DF     ,G1CM02              ,5,10,8.00,16.00,8.00,14.37
3503183,IAMS PAH LG BRD ADULT DOG     ,G1CM12              ,12,7,4.00,22.30,14.20,15.40
3502538,FRST OS CLMP LTR W/FBRZ       ,G1CM22              ,3,28,12.06,11.63,5.19,22.90
3504970,IAMS PAH ORIGINAL CHICKEN     ,G1CM32              ,12,5,3.87,22.70,13.21,16.45
3501997,IAMS LG BRD LR                ,G1CN02              ,12,5,4.25,22.17,13.58,15.37
3504882,PRNA1 TND SLCT BLND SLMN      ,G1CN12              ,5,13,8.00,15.00,9.25,14.60
3506098,PRNA CAT CHOW COMPLETE        ,G1CN22              ,12,5,3.25,21.50,14.75,15.30
3500576,PRNA PUPPY CHOW COMPLETE      ,G1CN32              ,5,11,6.50,15.50,9.50,16.50
3501468,PTPR OUTDOOR CAT FOOD         ,G1CP02              ,11,5,3.50,16.00,15.50,16.30
3503652,PRNA1 SMTBL CHKN  RICE        ,G1CP12              ,6,4,5.50,25.00,20.25,31.50
3503579,MWMX TC BSTD BITES            ,G1CP22              ,13,7,3.25,20.50,14.50,14.50
3503538,MWMX ORIGINAL CHOICE          ,G1CP32              ,12,5,3.50,23.90,15.70,16.50
3504484,NUTRO ADL LM RC               ,G1CQ02              ,12,7,3.50,21.00,15.00,12.28
3501364,RRAY CHCK VEG FOOD SMLL       ,G1CQ12              ,5,13,8.00,12.50,7.50,15.31
3503522,RRAY NUTR INDOOR COMPLETE     ,G1CQ22              ,11,7,3.75,20.05,13.00,14.30
3502513,PDGR M BTS GRLD VEG FLR       ,G1CQ32              ,11,7,4.50,25.00,16.00,14.10
3501889,IAMS PAH INDR WT HAIRBALL     ,G1CR22              ,9,5,5.00,24.00,15.00,16.50
3505116,KB BSTR OR BEF VEG DOG FD     ,G1CR32              ,9,7,3.49,20.22,13.61,16.50
3504839,PRNA1 TI LN MUSC BF DG FD     ,G1DA02              ,11,5,4.00,23.50,15.25,15.25
3501105,RRAY CHCK VEG FOOD            ,G1DA12              ,11,7,3.50,20.00,14.00,13.13
3500570,IAMS PRH ADL CAT FOOD         ,G1DA22              ,7,11,7.00,16.50,10.00,14.97
3500602,IAMS PAH ADLT URNRY TRCT      ,G1DA32              ,7,11,7.00,16.50,10.00,14.97
3503928,TDCT LW 24/7 CLMP LITTER      ,G1DA53              ,3,16,14.75,9.50,12.00,21.00
3503450,PRNA1 GRN FREE BEEF           ,G1DA63              ,9,7,2.00,18.00,13.75,12.75
3503069,IAMS PAH WGHT CTRL DOG FD     ,G1DA73              ,12,5,3.50,22.30,14.20,15.40
3503533,IAMS PAH MATURE LARG BRD      ,G1DA83              ,12,7,4.00,20.88,13.75,15.37
3503355,IAMS PAH MTR ADULT DOG FD     ,G1DB02              ,12,7,3.50,22.30,14.20,15.40
3503086,IAMS PAH MINICHUNKS DG FD     ,G1DB12              ,12,7,3.50,22.00,14.50,15.40
3504967,BNFL HLTHY WEIGHT DOG FD      ,G1DB22              ,13,5,3.25,22.00,14.75,14.20
3500704,NAT RCP GRN FREE CHCKN        ,G1DB32              ,12,7,3.50,21.50,13.50,12.30
3500158,PTPR PUPPY FOOD               ,G1DB53              ,5,9,10.00,23.00,7.50,21.60
3502960,ABOUND GRF CHICKEN DG         ,G1DB63              ,11,7,4.25,21.50,13.50,14.20
3506252,ABO WLD BF VNSN LMB           ,G1DB73              ,11,8,3.25,20.00,13.50,11.20
3502374,FRSK SEAFOOD SENSATIONS       ,G1DB83              ,12,5,3.50,21.00,12.25,16.30
3503786,ABOUND PRO SNTV SKN STMC      ,G1DC02              ,3,8,18.97,17.32,9.13,30.58
3504326,PTPR SEAFOOD MEDLEY           ,G1DC12              ,11,5,3.00,25.00,15.50,16.10
3501486,NAT RCP SLM GF DRY DOG FD     ,G1DC22              ,12,7,3.50,21.50,13.50,12.20
3500112,PDGR SM DG GRLD STK  VEG      ,G1DC32              ,11,7,3.50,20.00,13.90,14.14
3501644,PRNA1 SMTBL HEALTHY PUPPY     ,G1DC53              ,11,5,4.00,23.00,15.25,16.75
3501322,KTNKBDL ORIGINAL CAT FOOD     ,G1DC63              ,9,7,3.50,20.50,13.00,13.00
3503435,NAT RCP SMALL BREED GF        ,G1DC73              ,6,12,9.00,16.00,8.00,16.60
3505430,ABOUND WLD CHCKN TRKY DK      ,G1DC83              ,11,8,3.25,20.00,13.50,11.20
3505102,PRNA1 SMTBL SNSTVE SYSTM      ,G1DD02              ,12,5,3.50,22.40,14.80,16.50
3505286,ABO WLD SLM TRT WHTFH         ,G1DD12              ,11,8,3.25,20.00,13.50,11.20
3504325,PTPR HEART EYE IMMUNITY       ,G1DD22              ,5,9,8.50,21.00,7.00,19.00
3505282,IAMS HN WGHT  HRBLL CARE      ,G1DD32              ,6,8,8.63,21.50,13.75,29.26
3502532,ABOUND PR HLY WT CKN OM       ,G1DD53              ,3,8,18.97,17.32,9.06,34.58
3502366,ABOUND PR SK CT SLM BR RC     ,G1DD63              ,3,8,18.97,17.32,9.06,34.58
3500107,ABOUND PR SR SLMN PEA RCP     ,G1DD73              ,3,8,18.97,17.32,9.06,34.60
3502716,ABOUND PR CH BR RC PPY FD     ,G1DD83              ,3,8,18.97,17.32,9.06,34.58
3500034,ABOUND PR SN STM LM BR RC     ,G1DF02              ,3,8,18.97,17.32,9.06,34.60
3505152,ABOUND PF LMB BN RC AVD       ,G1DF12              ,11,7,3.50,25.00,14.40,15.50
3504130,PRNA1 SMTBL LMB  RCE DF       ,G1DF22              ,5,5,9.00,21.00,14.00,32.90
3506786,PRNA1 SMTBL SALMON  TUNA      ,G1DF32              ,5,7,9.50,22.00,8.50,28.60
3504120,PRNA1 SMTBL CHK  RICE DF      ,G1DF53              ,5,5,9.00,21.00,14.00,32.90
3504136,NUTRO SML BRD CHKN BRWN R     ,G1DF63              ,5,11,6.75,15.00,9.00,16.20
3500203,IAMS PRH ADL ORG SM  TU       ,G1DF73              ,6,8,8.75,21.00,12.50,29.17
3502599,FRST CLN PAWS LTTR FBRZ       ,G1DF83              ,3,28,12.06,11.63,5.19,22.90
3503631,PDGR PUPPY FOOD               ,G1DG02              ,7,11,7.01,16.50,10.00,16.50
3504359,NTR CHKN BRN RC SWT POT       ,G1DG12              ,12,7,3.00,19.00,15.00,13.20
3504132,IAMS PRH UTH CK 7LB           ,G1DG22              ,6,8,8.75,20.50,10.13,29.17
3504511,PURINA ONE WHOLE BO           ,G1DG32              ,5,5,9.25,20.50,13.50,32.60
3503195,IAMS PAH KITTEN FOOD          ,G1DG53              ,6,8,9.13,20.00,10.90,29.70
3503807,ABOUND PRO SNR FRML CHKN      ,G1DG63              ,3,8,18.97,17.32,9.13,30.58
3503801,CSAR DRY FLT  SPRNG VEG       ,G1DG73              ,5,10,8.00,17.00,9.50,20.40
3505519,IAMS PAH INDR WT HAIRBALL     ,G1DG83              ,6,7,9.20,22.50,12.50,28.00
3502817,FFST ELG MDL PRMVR STYL       ,G1DH02              ,6,14,7.00,14.50,8.25,11.80
3501728,ABOUND HGH PTN SLMN CT FD     ,G1DH12              ,4,8,10.00,22.00,9.50,29.00
3505048,PRNA ONE SMRTBLD SMN TUNA     ,G1DH22              ,10,5,4.00,22.00,16.00,15.50
3505153,ABOUND SLMN EGG PMPKN         ,G1DH32              ,11,7,3.50,25.00,14.40,15.50
3502818,FRSK GRILLERS BLEND           ,G1DH53              ,12,5,3.50,22.00,15.00,16.25
3504113,PTPR KITTEN FORMULA FOOD      ,G1DH63              ,5,9,6.10,20.10,7.60,19.50
3505117,KIBBIT ORG BF CHKN DOG FD     ,G1DH73              ,9,7,3.46,20.22,12.61,16.50
3505170,BNFL HLTHY GRWTH PUPPY FD     ,G1DH83              ,5,13,7.25,15.50,9.25,14.60
3505518,IAMS PAH HAIRBALL CARE        ,G1DJ02              ,6,8,9.20,21.50,10.00,28.00
3504431,PURINA ONE WHOLE BO           ,G1DJ12              ,11,5,3.30,22.22,15.75,16.75
3504929,BNFL INCREDIBITES DOG FD      ,G1DJ22              ,13,5,3.25,22.00,14.75,14.20
3501296,RRAY NUTR LRG BRD DGFD        ,G1DJ32              ,8,4,6.00,24.25,18.00,30.23
3500654,IAMS PAH SNSTV STOMACH        ,G1DJ53              ,6,8,8.75,21.00,12.50,25.10
3501509,ABOUND SLMN WHTFSH TROUT      ,G1DJ63              ,6,9,7.00,24.00,9.00,25.00
3506769,PRNA1 CKN  TKY CAT FOOD       ,G1DJ73              ,5,13,9.50,15.00,12.00,22.00
3501513,ABO WLD BF VNSN LMB           ,G1DJ83              ,6,9,7.00,24.00,9.00,25.00
3502136,PRNA1 SENSITIVE SYSTMS CF     ,G1DK02              ,5,7,9.50,18.00,12.50,28.60
3500184,PRNA KITTEN CHOW              ,G1DK12              ,5,13,7.25,15.25,8.50,13.10
3501658,PRNA DOG CHOW LTL BTS CHK     ,G1DK22              ,5,13,7.25,15.25,8.50,13.20
3504265,PTPR INDOOR CAT FOOD          ,G1DK32              ,5,9,8.50,21.00,7.00,19.00
3500621,PRNA CAT CHOW NATURALS        ,G1DK53              ,5,13,7.25,15.25,8.50,13.10
3504157,PTPR SEAFOOD MEDLEY           ,G1DK63              ,5,9,8.50,21.00,7.00,19.00
3505492,BNFL ORIGINAL DOG FOOD        ,G1DK73              ,6,4,6.00,25.00,20.25,28.40
3500319,PRNA PUPPY CHOW HLTH MRSL     ,G1DK83              ,5,11,8.25,15.50,9.50,16.40
3503340,NAT RCP GF CHK SWTPOTPMP      ,G1DL02              ,6,12,9.00,16.00,8.00,16.60
3500222,FRSK GRAVY SWIRLER            ,G1DL12              ,5,13,6.25,15.25,8.50,13.10
3503478,NAT RCP GRAIN FREE SALMON     ,G1DL22              ,4,12,7.00,16.00,8.00,16.60
3500847,PRNA CAT CHOW NATURALS        ,G1DL32              ,9,7,3.50,20.00,13.50,13.20
3505576,MWMX TENDER CENTERS CT FD     ,G1DL53              ,6,13,6.00,15.00,7.50,12.60
3505695,RRAY NUTR PK OPN RNGE RCP     ,G1DL63              ,12,7,3.50,22.25,13.75,12.20
3505098,KIBBIT SMALL BREED DOG FD     ,G1DL73              ,4,15,6.50,15.00,7.50,14.70
3502660,FRST HVY DTY ODR BLK LTR      ,G1DL83              ,3,28,12.06,11.63,5.19,22.90
3501108,RRAY NUTR BF PEA BR RC DF     ,G1DM02              ,11,7,3.50,20.00,14.00,13.13
3500111,PTPR PUPPY FOOD               ,G1DM12              ,11,5,3.50,25.00,16.00,18.10
3504111,IAMS PAH ORIGINAL CHICKEN     ,G1DM22              ,7,11,7.25,16.50,10.00,14.80
3503670,FRSK GRAVY SWIRLER            ,G1DM32              ,12,5,4.00,25.60,15.00,16.25
3504785,MWMX INDOOR FORMULA           ,G1DM53              ,6,13,7.50,15.00,8.00,13.24
3505389,MWMX NIBBLES                  ,G1DM63              ,6,13,8.00,15.00,7.50,13.24
3503688,PRNA DOG CHOW DOG FOOD        ,G1DM73              ,12,5,3.50,22.00,15.50,18.75
3504525,PRNA1 SMTBL SNSTV SYS CAT     ,G1DM83              ,5,13,8.00,15.00,9.25,14.60
3504406,IAMS PAH KITTEN FOOD          ,G1DN02              ,7,14,7.25,16.50,10.00,14.80
3500640,MWMX 10 BB CHKN TUNA          ,G1DN12              ,6,13,8.00,15.00,7.50,13.50
3502899,PRNA ONE SMALL FORUMLA        ,G1DN22              ,5,5,9.00,20.00,12.00,30.20
3502768,PRNA1 SMTBL TR INS TKVSN      ,G1DN32              ,10,5,5.00,24.00,16.00,15.50
3503113,FRST ODR SHLD LITTER          ,G1DN53              ,4,15,13.81,12.63,9.31,25.61
3501541,PTPR SM BTS CHKN DG FD        ,G1DN63              ,5,9,7.00,9.50,7.00,21.66
3503415,FRST STP XTR CLMP LTR FBR     ,G1DN73              ,3,28,12.06,11.63,5.19,22.90
3500835,PRNA CAT CHOW COMPLETE        ,G1DN83              ,5,13,6.50,15.25,8.50,13.10
3504729,PRNA1 URNRY TRCT HLTH CAT     ,G1DP02              ,5,13,8.00,15.00,9.25,14.60
3503664,PRNA1 SMTBL LAMB  RICE        ,G1DP12              ,6,4,2.50,5.50,20.25,31.50
3500228,MWMX ORIGINAL CHOICE          ,G1DP22              ,6,13,7.70,14.00,7.50,13.20
3505100,PRNA1 SMTBL LRG BRD PUPPY     ,G1DP32              ,11,5,4.00,25.00,16.00,18.30
3503862,PRNA CAT CHOW GENTLE          ,G1DP53              ,5,13,6.50,15.25,8.50,13.10
3504414,FRSH STP CAT LTTR ODR SHD     ,G1DP63              ,3,28,12.06,11.63,5.19,22.90
3502776,PTPR CHUNK STYLE DOG FOOD     ,G1DP73              ,10,5,3.50,25.50,16.00,18.10
3504051,IAMS PAH INDR WT HAIRBALL     ,G1DP83              ,7,11,7.25,17.00,11.00,14.80
3504499,RRAY NUTR INDOOR COMPLETE     ,G1DQ02              ,6,15,7.00,15.50,8.00,12.60
3504564,KIBBLES N BITS TRIP           ,G1DQ12              ,9,7,3.50,20.75,13.75,14.20
3504461,FRSH STP CAT LTTR UNSCNTD     ,G1DQ22              ,3,28,12.06,11.63,5.19,22.90
3505277,PRNA1 SMTBL HLTHY KITTEN      ,G1DQ32              ,5,13,8.00,15.00,8.75,14.60
3503342,PDGR CHKN STK TENER BITES     ,G1DQ53              ,6,11,7.75,15.00,10.00,14.42
3505388,PRNA1 SMTBL HAIRBALL          ,G1DQ63              ,5,7,8.00,18.00,12.50,28.60
3501837,PRNA1 SMTBL DGSTV HLTH RC     ,G1DQ73              ,12,5,3.50,23.50,15.25,16.75
3503727,PDGR SMALL BREED DOG FOOD     ,G1DQ83              ,7,11,7.01,16.50,10.00,16.50
3500505,PURINA PUPPY CHW COMPLETE     ,G1DR22              ,12,5,3.25,21.50,14.25,15.20
3506064,BNFL ORIGINAL BEEF DOG FD     ,G1DR32              ,5,11,8.00,15.50,9.50,14.40
3505280,FRSK GRILLERS BLEND           ,G1DR53              ,5,13,7.25,15.25,8.50,13.10
3503916,IAMS PAH HAIRBALL CARE        ,G1DR63              ,7,11,7.25,16.50,10.00,14.80
3500329,TDCT LW INST ACT CLMP LTR     ,G1FA02              ,3,15,14.50,13.25,9.50,22.20
3502533,MWMX GRVY BRST CAT FD SAL     ,G1FA12              ,6,13,7.75,15.00,8.50,12.81
3503682,MEOW MIX TNDR CTR CAT FD      ,G1FA22              ,6,13,8.00,15.00,7.50,13.04
3504344,IAMS PAH SENIOR PLUS          ,G1FA32              ,7,11,7.25,16.50,10.00,14.80
3504646,NAT RCP FRZ DRD BLN DG FD     ,G1FA53              ,12,7,4.75,17.25,12.50,10.67
3504349,CSAR FLT MGN SPRNG VEG        ,G1FA63              ,7,13,6.50,17.00,7.50,11.16
3504492,FRSH STP CAT LITTER FBRZ      ,G1FA73              ,3,28,12.06,11.63,5.19,21.90
3502643,PTPR SCNTD LTWT CAT LTR       ,G1FA83              ,3,13,13.50,14.00,9.00,19.20
3500861,PRNA CAT CHOW INDOOR          ,G1FB02              ,5,13,6.50,15.25,8.50,13.10
3500220,MWMX TC SLMNCHKN CAT FD       ,G1FB12              ,6,13,7.70,14.00,7.50,12.60
3502788,IAMS PROHEALTH ADUL           ,G1FB22              ,6,10,7.99,17.01,9.49,21.07
3500773,PRNA1 SMTBL SALMON  TUNA      ,G1FB32              ,11,5,4.00,20.00,13.50,16.50
3503671,PDGR SM BRD STK  VEG DF       ,G1FB63              ,7,11,7.01,16.50,10.00,16.50
3501783,TMTS TMPN TUNACHKN CT FD      ,G1FB73              ,6,13,7.48,14.02,8.82,13.23
3504098,NUTRO CHKN BRWN RICESWTP      ,G1FB83              ,5,11,9.25,15.00,9.00,16.20
3505602,RRAY NUTR CHICKEN  RICE       ,G1FC02              ,6,15,7.70,17.00,7.00,12.70
3516886,TDCT 24/7 NON-CLMP LITTER     ,G1FC12              ,6,10,8.50,16.00,11.50,38.40
