Wskusku,Description,Location,High,Tie,Case Height,Case Depth,Case Width,Case Weight
3591009,CASC ORG HNY OATCRNCH CRL     ,G6DQ65              ,3,12,10.81,15.10,10.00,10.90
3504247,KELLOGGS SPECIAL K            ,G6DQ73              ,3,12,11.63,16.00,9.69,10.34
3502419,F1P CARAMEL NUT BARS 10CT     ,G6DQ75              ,5,17,6.25,15.87,7.62,6.80
3501306,MOML COCOA DYNO BITE          ,G6DQ83              ,3,6,10.38,20.00,16.00,13.86
3504150,KELL FROSTED FLAKES CUP       ,G6DQ85              ,5,16,7.90,12.80,8.80,2.73
3501973,GM CINN TST CRUNCH CEREAL     ,G6DR02              ,4,6,12.37,19.50,15.50,14.10
3505784,GM CHEERIOS                   ,G6DR12              ,3,6,16.00,19.12,15.87,17.20
3506477,CARN BRK ESN HPRT CHO 6PK     ,G6DR22              ,6,16,6.05,18.75,6.90,15.17
3503620,QKER CAPN CRUNCH BERRIES      ,G6DR32              ,3,10,16.00,15.81,11.56,13.90
3504134,QKER LIFE COLD CEREAL         ,G6DR53              ,3,8,15.87,17.81,12.46,23.40
3504140,QKER LIFE CINNAMON CEREAL     ,G6DR63              ,3,8,15.87,17.81,12.43,23.40
3500787,GM GOLDEN GRAHAMS CEREAL      ,G6DR73              ,3,8,14.06,19.12,11.87,16.30
3504580,QKER BRN SGR OATMEAL SQRS     ,G6DR83              ,5,9,10.30,15.50,13.00,13.70
3504643,NTVL PRTN GRNL OATS  HNY      ,G6DS02              ,5,28,10.00,10.00,6.81,3.50
3506502,GM COOKIE CRISP               ,G6DS12              ,4,10,11.81,15.62,11.68,11.20
3504584,KRO GNT SZE CIN CRNCH         ,G6DS22              ,3,6,14.06,18.69,16.00,21.46
3506504,GM CHEERIOS                   ,G6DS32              ,4,9,11.62,16.00,13.31,9.80
3500593,KRO RICE BITS                 ,G6DS53              ,4,6,11.88,19.69,15.69,14.60
3502597,MOML FRSTD MINI SPOONERS      ,G6DS63              ,5,6,10.00,23.88,13.25,10.65
3592058,SI LIFE SAVERS STRAWBERRY     ,G6DS73              ,5,25,9.25,9.75,7.25,15.18
3504760,MOML SMORES                   ,G6DS83              ,4,6,11.75,23.88,13.25,18.77
3501915,KELL FROSTED FLAKES           ,G6DT02              ,4,9,11.63,16.00,13.00,11.50
3522697,KRO QK 1MIN 100% WG OATS      ,G6DT12              ,4,5,10.70,21.50,15.50,32.10
3504398,KELL CORN FLAKES              ,G6DT32              ,3,6,14.19,19.56,14.81,15.18
3504106,KELL POP TRT PRTN STRWB       ,G6DT53              ,4,20,11.44,11.19,7.81,12.25
3500954,KELL CORN FLAKES              ,G6DT63              ,3,9,13.75,16.00,13.00,11.10
3502941,GM CHEERIOS PRTN HNY NUT      ,G6DT73              ,4,10,11.81,15.62,11.68,11.56
3504782,KRO HNY N OAT W ALMND CRL     ,G6DT83              ,4,9,11.25,15.00,13.56,13.80
3503993,QKER OTML SQ HNY NUT          ,G6DU02              ,5,9,10.31,15.56,13.06,13.48
3596398,KRO BERRY SPARKLING WATER     ,G6DU12              ,5,13,11.38,13.25,10.13,31.00
3504581,GM HI PROTEIN CEREAL          ,G6DU22              ,4,12,10.75,15.68,10.00,8.20
3591002,CSCDN FRM OATS AND HNY GR     ,G6DU32              ,5,28,9.50,10.00,6.80,3.50
3501808,POST COCOA PEBBLES            ,G6DU53              ,3,9,12.94,15.94,13.75,14.71
3505724,GM LUCKY CHARMS               ,G6DU63              ,4,10,11.81,15.62,11.68,11.10
3503841,CARN BRK ESN CHOC 6PK         ,G6DU73              ,6,16,6.00,18.70,6.90,15.29
3501462,KRO CORN FLAKES               ,G6DU83              ,4,6,12.44,19.69,17.19,17.80
3501067,PST PRM PRO CHOC ALMND        ,G6DV12              ,4,15,11.56,13.31,8.25,6.21
3595111,GM GHOST PRT BR CHC PB        ,G6DV22              ,5,23,6.31,11.93,6.68,5.60
3502391,POST FRUITY PEBBLES           ,G6DV32              ,3,9,12.94,15.94,13.75,14.63
3501471,MOML FRUITY DYNO BITES        ,G6DV53              ,5,6,10.38,20.00,16.00,13.11
3590963,SPKLN ICE BLK RSPBRY 12PK     ,G6DV63              ,5,25,9.50,9.75,7.25,14.80
3505768,GM CINN TST CRUNCH            ,G6DV73              ,4,10,12.00,15.62,11.68,12.30
3505678,GM CORN CHEX                  ,G6DV83              ,4,6,12.50,19.50,15.70,16.90
3505783,GM HNY NUT CHEERIOS           ,G6DW02              ,4,9,13.37,15.68,13.00,12.80
3501738,KELL MIN WHT CEREAL           ,G6DW12              ,3,6,14.00,19.00,16.00,25.06
3503731,CAPN CRUNCH                   ,G6DW22              ,3,10,16.00,15.81,11.56,14.70
3500869,POST CINNAMON PEBBL           ,G6DW32              ,4,10,11.56,14.75,12.00,10.78
3502720,CNC REDBOX CEREAL 40 OZ       ,G6DW53              ,5,6,9.38,19.50,16.00,11.30
3514840,QKER QUICK 1 MINUTE OATS      ,G6DW63              ,5,6,10.00,21.00,16.00,33.10
3501693,QKER CAPN CRUNCH PNT BTR      ,G6DW73              ,2,10,15.75,15.31,11.75,13.60
3506257,GM CHEERIOS MG BRKFST CRL     ,G6DW83              ,3,6,16.00,19.12,15.87,17.70
3501661,KELL FROSTED FLAKES CREAL     ,G6DX02              ,3,6,13.88,19.50,15.88,20.86
3502734,POST OREO PUFFS CEREAL        ,G6DX12              ,4,9,11.75,15.94,12.75,8.88
3505784,GM CHEERIOS                   ,G6DX22              ,3,6,16.00,19.12,15.87,17.20
3503271,MOML TOOTIE FRUITI SS BAG     ,G6DX32              ,4,6,13.00,20.00,16.00,13.30
3506617,KRO CRISPY RICE               ,G6DX53              ,4,6,11.75,20.00,15.69,14.60
3501385,MOML FRUITIE TOOTIE           ,G6DX63              ,4,6,11.75,18.75,16.00,10.03
3505909,QKER GRANOLA OT HN RSN AL     ,G6DX73              ,3,12,10.63,15.80,9.90,17.80
3503865,KELL APPLE JACKS CUP          ,G6DX83              ,6,16,7.90,12.80,8.80,3.04
3501228,MOML CINNMN TOASTRS SS BG     ,G6FA02              ,4,6,13.50,20.00,16.00,18.60
3505786,GM CINN TST CRUNCH            ,G6FA12              ,4,9,12.37,15.68,13.00,13.80
3502763,GM REESES PUFFS CRL           ,G6FA22              ,4,9,12.37,15.68,13.00,13.80
3503352,CAPN CRNCH CRUNCHBERRIES      ,G6FA32              ,4,7,12.00,19.50,13.88,16.20
3504733,MOML FRSTD FLAKES SS BAG      ,G6FA53              ,4,6,13.00,20.00,16.00,15.93
3503868,GM BLUEY CORN CEREAL          ,G6FA63              ,4,6,12.50,19.50,15.75,15.00
3501695,KELL APPLE JACKS CEREAL       ,G6FA73              ,3,6,13.88,19.50,15.88,17.44
3504984,GM CINN TST CRUNCH CEREAL     ,G6FA83              ,3,8,14.06,19.12,11.87,16.10
3501423,KELL SP K FRUT YOGUT CRAL     ,G6FB02              ,3,12,14.00,16.00,10.00,13.59
3504131,POST HNY BNCH OAT ALMND       ,G6FB12              ,3,10,12.88,14.81,12.00,13.84
3504582,KRO GNT SZE HNY NT TSTD O     ,G6FB22              ,3,6,13.88,17.63,15.94,17.81
3504551,KRO HNY N OAT HNY RST CRL     ,G6FB32              ,4,9,11.75,16.06,13.63,14.06
3502913,CNC ALL BERRIES CEREAL 34     ,G6FB53              ,5,6,9.38,19.50,16.00,10.30
3500190,QKER KDS INST OTML SB         ,G6FB63              ,6,25,7.06,13.50,5.63,2.00
3500448,POP TART STRW BLAST PSTRS     ,G6FB73              ,4,24,11.63,9.75,7.88,9.68
3504987,GM HNY NUT CHEERIOS           ,G6FB83              ,3,6,14.06,19.12,15.87,22.10
3500469,POP TART MLTN LAVA CK         ,G6FC02              ,4,24,11.63,9.75,7.88,9.68
3501193,POST G/GRNS RSN DT PECANS     ,G6FC12              ,4,12,11.50,13.30,12.00,13.30
3501170,KELL SPECIAL K CEREAL         ,G6FC22              ,4,12,11.63,16.00,9.63,10.83
3504195,POST HNY BNCH OAT HNY RST     ,G6FC32              ,3,10,12.88,14.81,12.00,13.84
3504619,KELL SPCL K RED BRRYS CRL     ,G6FC53              ,2,12,13.13,16.00,9.50,9.94
3505142,KELLOGG SPECIAL K BLUEBER     ,G6FC63              ,3,12,12.00,15.56,10.00,9.70
3592028,FBTF FRT STRWB SNCKS 18CT     ,G6FC73              ,5,18,9.75,13.75,7.50,6.20
3500258,QKER HGH PRTN INS OTML BC     ,G6FC83              ,5,20,8.56,10.13,9.75,4.13
3502380,GM CHEERIOS PRTN CC           ,G6FD02              ,4,10,11.81,15.62,11.68,11.56
3503896,KELL FF STRAWBERRY MILKSH     ,G6FD12              ,4,9,11.63,16.00,13.00,11.00
3503666,KELLOGGS COCOA LOOP           ,G6FD22              ,6,16,7.90,12.80,8.80,2.02
3501104,KELL RAISIN BRAN CEREAL       ,G6FD32              ,3,12,11.63,16.00,9.69,12.23
3503891,KELL FROOT LOOPS MARSHMLW     ,G6FD53              ,4,12,11.63,16.00,9.50,6.90
3505125,KELL SPCLK PROTEIN CEREAL     ,G6FD63              ,4,12,15.56,12.00,10.00,10.70
3503884,KELL FROOT LOOPS              ,G6FD73              ,4,6,11.63,19.38,16.00,14.30
3503185,GM COOKIE CRISP CEREAL        ,G6FD83              ,4,6,12.37,19.50,15.50,15.23
3502480,KELL RICE KRISPIES            ,G6FF02              ,3,9,14.06,15.56,12.69,10.80
3500882,POST HNY BNCH OATS GI ALM     ,G6FF12              ,3,9,13.81,15.94,13.31,17.42
3591007,CASC ORG CINN CRUNCH CRL      ,G6FF22              ,4,12,10.81,15.81,10.00,8.30
3502467,POST HONEYMAID SMORES CRL     ,G6FF32              ,4,9,11.75,16.06,13.38,12.43
3504569,KRO GNT SIZE FRUIT RINGS      ,G6FF53              ,3,6,13.88,17.56,12.19,15.31
3506529,KELL ALL BRAN BUDS            ,G6FF63              ,4,12,10.56,15.38,9.75,16.00
3500483,POP TART STRWB CHSCAKE        ,G6FF73              ,4,20,11.44,11.19,7.81,11.68
3503151,POST FRUITY PEBBLES MARSH     ,G6FF83              ,3,9,11.75,16.06,13.63,11.52
3502288,KELL KRAVE CHOCOLATE          ,G6FG02              ,3,12,12.00,15.56,10.00,9.50
3502698,POST COCOA PEBBLES            ,G6FG12              ,3,6,14.06,18.69,16.00,22.06
3503257,GM CINN TST CRUNCH PBTTR      ,G6FG22              ,4,10,11.81,15.62,11.68,11.59
3591995,SPKLN ICE ZS SP WTR LS GA     ,G6FG32              ,5,25,9.25,9.75,7.25,15.18
3502167,QKER INST MPLBS OAT CUP       ,G6FG53              ,7,23,7.11,10.81,7.42,2.10
3502405,NTVLY OATS HONEY 24 BARS      ,G6FG63              ,5,16,8.80,12.00,9.60,8.20
3506503,GM MLTI GRN CHEERIOS          ,G6FG73              ,4,9,11.81,15.68,12.87,10.10
3505149,KELL FMW ORIGINAL             ,G6FG83              ,4,9,11.63,16.00,13.00,15.30
3502921,POST SHREDDED WHT BG BSCT     ,G6FH02              ,3,6,12.30,19.50,16.00,15.40
3502570,QKER LIFE ORIGINAL            ,G6FH12              ,5,9,10.20,15.50,12.50,12.50
3503519,POST COCOA PEBBLES            ,G6FH22              ,4,10,11.50,14.70,12.00,11.20
3500800,GM TOTAL WHOLE GRAIN          ,G6FH32              ,3,12,12.43,19.37,8.00,8.35
3502083,GM WHEATIES                   ,G6FH53              ,4,12,12.43,19.37,8.00,8.10
3502109,PST PRM PRO APL CN OM 6CT     ,G6FH63              ,6,18,7.50,15.94,6.38,4.92
3502841,KRO FRST SHRD STRWBR BTSZ     ,G6FH73              ,4,6,11.70,20.00,15.90,20.80
3504995,GM LUCKY CHARMS               ,G6FH83              ,3,6,14.06,19.12,15.87,21.20
3502655,NTVL DBLE CHO LNCHBX 5CT      ,G6FJ02              ,7,16,6.60,11.93,10.06,5.17
3504088,KELL POP TRT PRTN BLBRY       ,G6FJ12              ,4,20,11.44,11.19,7.81,12.25
3504361,GM MOTTS APPLE CINN           ,G6FJ22              ,4,6,12.37,19.43,15.68,16.80
3504645,KELL FRST RICE KRISPIES       ,G6FJ32              ,4,12,11.88,15.50,9.94,8.90
3500434,GM REESES CEREAL              ,G6FJ53              ,3,6,14.06,19.12,15.87,23.50
3504587,GM GHOST PB CEREAL            ,G6FJ63              ,4,12,10.75,15.68,10.00,9.07
3501630,KELL RICE KRISPIES GS TRT     ,G6FJ73              ,5,15,9.38,13.38,9.38,6.51
3501657,POST G/GRNS CRANBRY ALMND     ,G6FJ83              ,4,12,11.50,13.30,12.00,13.00
3503526,POST FRUITY PEBBLES           ,G6FK02              ,4,10,11.38,14.75,12.00,11.20
3502393,NTVL SW  SLT CRML BARS        ,G6FK12              ,6,20,7.18,11.75,8.00,4.00
3504541,KELL SPECIAL K CEREAL         ,G6FK22              ,3,9,13.13,16.00,13.33,11.23
3503545,GM FIBER 1 ORIGINAL           ,G6FK32              ,4,18,12.43,12.87,8.00,9.50
3501079,QKER INS ORIG GRITS 12CT      ,G6FK53              ,6,12,8.25,19.69,8.31,9.80
3504781,POST RAISIN BRAN              ,G6FK63              ,4,10,11.56,14.75,12.00,15.20
3505148,KELL FRST MN WHT BLBRY BS     ,G6FK73              ,3,12,11.63,16.00,9.94,11.00
3505820,NTVL SS NUT ALM GRN 12CT      ,G6FK83              ,5,12,6.25,16.00,10.00,9.30
3501604,GM MLTI GRN CHEERIOS          ,G6FL22              ,4,9,12.37,15.68,13.00,10.50
3505147,KELL RAISIN BRAN CEREAL       ,G6FL32              ,3,12,14.00,19.00,16.00,29.20
3591005,CASC ORG HRTY MRNG CEREAL     ,G6FL53              ,5,12,10.81,15.81,10.00,11.60
3501456,POST HONEYCOMB GIANT          ,G6FL63              ,3,8,13.94,19.00,9.81,8.25
3504715,GM GOLDEN GRAHAMS             ,G6FM02              ,3,10,11.81,15.62,11.68,12.10
3500971,OKER INS CHS GRIT VP 12CT     ,G6FM04              ,4,12,8.25,19.69,8.31,9.80
3501831,GM HONEY NUT CHEX             ,G6FM12              ,3,20,11.87,12.00,8.00,6.40
3504053,QKER CHW SMORES GRNL 8CT      ,G6FM14              ,5,15,7.20,11.90,9.80,6.80
3501325,KELL MN WHT COCOA             ,G6FM73              ,4,12,11.63,16.00,9.94,10.77
3502470,NTVL BSCTS COCONUT BTTR       ,G6FM83              ,5,20,9.56,11.56,7.50,6.66
3501341,KELL SP K SWBY RD BR CRAL     ,G6FN02              ,3,12,14.00,16.00,10.00,12.17
3500331,KRO APL CNM PRTN OTML 6CT     ,G6FN12              ,4,8,8.63,19.44,10.69,11.95
3504626,NTVL GRN CRNCH OATS N HNY     ,G6FN22              ,3,24,9.50,10.00,8.00,4.60
3501229,GM CHEERIOS CONFETTI          ,G6FN32              ,4,10,11.81,15.62,11.68,11.50
3504708,KRO BRAN FLAKES               ,G6FN53              ,3,9,12.75,15.94,13.31,16.70
3505682,GM RICE CHEX                  ,G6FN63              ,4,9,12.30,15.60,13.10,10.30
3501687,KELL FROOT LOOPS CEREAL       ,G6FN73              ,3,6,13.88,19.50,15.88,17.44
3504578,KRO GNT SIZE FRSTD FLAKES     ,G6FN83              ,3,6,13.88,17.63,15.94,18.46
3503910,KELL APPLE JACKS              ,G6FP02              ,4,6,11.63,19.38,16.00,14.30
3504443,KELLOGGS RICE KRISPIES CE     ,G6FP12              ,3,6,14.19,19.56,14.81,16.32
3506462,KRO OF 100% WHL GRN OATS      ,G6FP22              ,4,5,10.38,20.12,16.25,36.50
3501120,QKER INS OTML CNMN VNLA       ,G6FP32              ,6,25,7.06,13.50,5.63,2.00
3502264,MOML BERRY COLOSSAL CRU       ,G6FP53              ,4,6,11.75,18.75,16.00,10.16
3594070,CASC ORG CINN OATS BF CRL     ,G6FP63              ,4,12,10.81,15.81,10.00,12.10
3503892,KELL FROSTED FLAKES           ,G6FP73              ,4,6,11.63,19.38,16.00,17.80
3504418,QKR INS OTM STRCRM 20CT       ,G6FP83              ,4,10,10.31,18.06,10.06,14.20
3503395,CORN CHEX BRKFST CRL GIAN     ,G6FQ02              ,3,6,14.06,19.12,15.87,19.33
3503558,QKER CPT CR OOPS BRY          ,G6FQ12              ,3,10,16.00,15.81,11.56,12.60
3505103,GM CHEERIOS AD OT CH CRL      ,G6FQ22              ,4,9,12.37,15.68,13.18,17.20
3502892,KELL FROSTED FLAKES           ,G6FQ32              ,3,9,13.13,16.00,13.33,14.20
3504590,KELL SPECIAL K FRTYGRT        ,G6FQ53              ,3,12,13.13,16.00,9.50,11.14
3505850,KRO TSD FLAKES W/STRAWBRY     ,G6FQ63              ,4,10,11.56,14.75,12.00,11.10
3504275,KELL FROOT LOOPS CUP          ,G6FQ73              ,4,16,7.88,12.75,8.75,3.04
3501465,QKER PRTN SGRNL MPL BS IO     ,G6FQ83              ,4,12,10.31,15.06,10.00,14.00
3591003,CASC ORG GRAHAM CRNCH CRL     ,G6FR02              ,2,12,15.81,15.81,10.00,8.40
3502110,POST HONEYCOMB                ,G6FR12              ,3,9,13.75,15.94,13.56,10.07
3505150,POST FRUITY PEBBLES           ,G6FR22              ,3,6,14.06,18.69,16.00,22.06
3505736,GM HNY NUT CHEERIOS           ,G6FR32              ,4,10,11.81,15.62,11.68,11.30
3502398,QKER LIFE CINNAMON            ,G6FR53              ,5,9,10.20,15.50,12.50,12.50
3505553,GM LUCKY CHARMS CEREAL        ,G6FR63              ,3,8,15.00,19.50,12.00,14.80
3505042,KRO BERRY CRUNCH CEREAL       ,G6FR73              ,3,9,13.88,15.94,12.19,11.85
3501515,KELL FROOT LOOPS COCO         ,G6FR83              ,4,9,11.63,16.00,13.00,10.02
3503466,CAPN CRNCH CRUNCHBERRIES      ,G6FS02              ,5,6,9.38,19.50,16.00,11.30
3503305,GM BASIC 4 CEREAL             ,G6FS12              ,3,18,12.43,12.87,8.00,9.40
3504077,KELL POP TRT PRTN BSC         ,G6FS22              ,4,20,11.44,11.19,7.81,12.25
3500388,GM WHEAT CHEX                 ,G6FS32              ,5,12,9.80,13.30,12.00,11.10
3506511,GM COCOA PUFFS CEREAL         ,G6FS53              ,3,6,14.06,19.12,15.87,20.60
3505571,GM REESES PUFFS CEREAL        ,G6FS63              ,4,6,12.37,19.50,15.50,15.20
3501048,PST PRM PRO MPL BRSGR 6CT     ,G6FS73              ,6,18,7.50,15.94,6.38,4.92
3500289,KELL ALL BRAN ORIGINAL        ,G6FS83              ,4,12,11.63,16.00,9.94,17.30
3502184,KELL SMACKS                   ,G6FT02              ,3,9,12.50,15.69,13.00,12.60
3501588,GM LUCKY CHARMS CUP           ,G6FT04              ,4,20,7.75,12.25,8.12,2.09
3500417,GM RAISIN NUT BRAN CRL        ,G6FT12              ,2,18,12.43,12.87,8.00,9.80
3501362,KRO APL RSN WLNT OAT 8CT      ,G6FT14              ,4,8,8.63,19.44,10.69,11.30
3502851,FIBER 1 CCC BROWNIES 12CT     ,G6FT22              ,5,19,6.75,10.37,9.12,3.83
3505945,KRO APPLE CINN OATML CUP      ,G6FT24              ,12,20,3.63,11.63,7.31,0.84
3503518,POST GOLDEN CRISP             ,G6FT32              ,3,9,12.90,15.90,13.30,14.30
3504734,KRO TSTD FLKS W/ FRTYGRT      ,G6FT34              ,3,9,11.25,15.44,12.44,12.30
3514834,QKER OLD FASHIONED OATS       ,G6FT53              ,5,6,9.80,21.70,16.50,36.00
3590021,CASC ORG NS VAN CRSP CERL     ,G6FT63              ,4,12,10.81,15.81,10.00,9.86
3503691,POST HNY BNCH OAT HNY RST     ,G6FT73              ,3,10,11.56,14.75,12.00,11.50
3500327,KRO MBS PROTEIN OTML 6CT      ,G6FT83              ,4,8,8.63,19.44,10.69,11.95
3591001,CSDN FRM CHOC ALMD GRNLA      ,G6FU02              ,3,28,9.50,10.00,6.81,3.50
3500701,KELL FRSTD FLKS CRL OG        ,G6FU04              ,3,6,11.63,19.94,15.94,17.70
3503463,RICE CHEX BRKFST CRL GIAN     ,G6FU12              ,2,6,14.06,19.12,15.87,18.70
3502187,NTVL PRTN 1 CHOC PNT 5CT      ,G6FU14              ,3,24,10.25,11.75,6.31,6.00
3504081,MOML COCO ROOS                ,G6FU22              ,2,6,13.00,18.75,16.00,13.99
3506598,GM CINNAMON CHEX              ,G6FU32              ,3,20,11.87,12.00,8.00,6.20
3506505,KRO MNI WHEAT                 ,G6FU53              ,4,9,11.75,15.94,12.50,13.10
3505040,KRO TOASTED OATS              ,G6FU63              ,3,9,13.88,15.94,12.19,10.48
3502038,MOML BLBRY COLOS CRNCH SS     ,G6FU73              ,4,6,13.00,20.00,16.00,15.00
3501638,QKER INS HGH PRTN OTM BC      ,G6FU83              ,5,20,8.56,10.13,9.75,4.13
3503134,GMI CHOC CHEERIOS CEREAL      ,G6FV02              ,3,12,12.37,15.68,9.81,9.70
3591006,CASC ORG FRUITFUL OS CRL      ,G6FV04              ,3,12,10.81,15.81,10.00,8.90
3500982,QKER BG CHW CHO CHIP 5CT      ,G6FV12              ,5,15,6.70,12.80,9.80,7.10
3591000,CSDN FRM CIN RSN GRNLA        ,G6FV14              ,3,28,9.50,10.00,6.81,3.50
3501191,POST G/GRNS CRNCHY PECANS     ,G6FV22              ,3,12,11.50,13.30,12.00,13.30
3502048,KRO MPL BR SGR OTML 10CT      ,G6FV24              ,3,8,10.50,19.44,10.69,13.70
3501682,GM CHOCOLATE CHEX             ,G6FV32              ,3,20,11.87,12.00,8.00,8.50
3505188,NTVL PRTN OATS HNY GRANOL     ,G6FV34              ,3,24,9.50,10.00,8.00,4.87
3504306,QKR INS OTM RS DT WL 20CT     ,G6FV53              ,3,10,10.31,18.06,10.06,16.60
3596864,CSCDN FRN CCBT GRBKA          ,G6FV55              ,3,28,9.50,10.00,6.81,3.50
3590990,CSDN FRM AND NT GRANL         ,G6FV63              ,3,28,9.50,10.00,6.81,3.50
3505051,GM CHEERIOS OAT CRNCH CI      ,G6FV65              ,3,9,12.37,15.68,13.18,17.20
3503194,POST HNY BNCH OAT GRANOLA     ,G6FV73              ,4,24,9.31,11.25,6.63,4.00
3598606,CSDM FRM BLBRY GRANLA         ,G6FV75              ,3,28,9.50,10.00,6.81,3.50
3502884,GM CHEERIOS PRTN CNMN         ,G6FV83              ,5,20,7.75,12.25,8.12,1.90
3502327,KRO PIRATES CHARMS CREAL      ,G6FV85              ,3,9,11.75,15.94,12.50,10.04
3501923,MOML FRUITY DYNO BITE         ,G6FW02              ,3,6,10.38,20.00,16.00,13.86
3501432,QKER RICE CKS JLPN CHDR       ,G6FW04              ,3,12,10.50,16.06,10.25,4.19
3504576,KRO REG FLVR OATML 12CT       ,G6FW12              ,4,8,8.63,19.44,10.69,11.20
3504681,NTVL GRANOLA OATS N CHOC      ,G6FW14              ,3,28,9.50,10.00,6.81,3.50
3596863,CSDN FRM CNN GRNLA            ,G6FW22              ,3,28,9.50,10.00,6.81,3.50
3595477,ST CCO VNLA ALMD KTO GRLN     ,G6FW24              ,10,8,3.50,12.00,17.00,3.80
3598695,THREE WISHES FRUTY CERAEL     ,G6FW32              ,3,18,12.75,10.94,7.63,3.23
3502299,NTVL BLUBRY OAT SB BB 5CT     ,G6FW34              ,4,25,8.12,11.00,6.62,4.00
3500679,QKER QUICK 5 MINUTE GRITS     ,G6FW53              ,4,17,8.20,8.00,14.60,19.90
3503407,POST HNY BNCH OAT W/ALMND     ,G6FW55              ,3,10,11.56,14.75,12.00,11.50
3503878,GM CINN TST CRUNCH CUP        ,G6FW63              ,4,20,7.75,12.25,8.12,2.32
3594651,CASC ORG HNY CSHW GRANOLA     ,G6FW65              ,5,28,9.50,10.00,6.81,3.51
3505799,QKER INS OATMEAL VAR 20CT     ,G6FW73              ,4,10,10.31,18.06,10.06,18.84
3506461,KRO OF 100% WHL GRN OATS      ,G6FW83              ,5,8,8.13,16.81,12.69,18.50
3505544,GM CHEERIOS                   ,G6FX22              ,3,6,14.75,19.00,15.68,15.20
3503668,POST HNY BNCH OATS HR GNT     ,G6FX32              ,3,9,13.81,15.94,13.31,17.42
3502809,GM CHEERIOS STRW PRTN         ,G6FX53              ,5,20,7.75,12.25,8.12,1.90
3502711,QKER CHWY PB CHOC BAR 5CT     ,G6FX63              ,5,16,6.44,11.81,9.94,6.80
3502219,NTVL CRS CRM WF BRS STRWB     ,G6GA02              ,6,15,5.75,16.37,7.18,4.50
3503971,POST HONEYCOMB CO CEREAL      ,G6GA04              ,2,8,17.31,20.00,12.00,9.82
3500581,MOML ORIG HOT WHEAT CRL       ,G6GA12              ,4,12,8.10,11.10,11.00,25.00
3503748,STO INSTANT OATMEAL           ,G6GA14              ,4,8,8.50,19.30,10.50,11.10
3514788,CRM OF WHT HOT CEREAL         ,G6GA73              ,3,20,11.00,11.20,8.30,23.50
3505948,KRO MPL BRN SGR OATML CUP     ,G6GA75              ,12,20,3.63,11.63,7.31,0.95
3506088,QKER QUICK 1 MINUTE OATS      ,G6GA83              ,5,10,7.25,16.50,12.25,14.90
3500983,OKER INS MPLBS OAT 8CT        ,G6GA85              ,4,12,8.25,19.69,8.31,11.50
3506520,KRO STEEL CUT OATS            ,G6GB02              ,6,8,5.75,15.81,12.19,22.30
3501898,FIBER 1 CNMN CFE CKE 18CT     ,G6GB04              ,5,13,6.37,14.87,9.25,5.55
3582602,STO CANISTER OATMEAL          ,G6GB12              ,5,8,8.13,16.81,12.69,14.70
3594654,STO STEEL CUT OATS            ,G6GB14              ,6,16,5.81,12.50,8.75,10.03
3501441,KELL RASN BRAN CRNCH CRAL     ,G6GB22              ,2,12,14.00,16.00,10.00,14.84
3503304,CARN BRK ESN CHOC 8CT         ,G6GB24              ,5,15,6.70,15.40,8.05,6.30
3502247,NTVL KDS SF BK BR PB BRWN     ,G6GB32              ,6,20,6.50,12.00,7.62,4.50
3505951,KRO LS MAP BSGR OATML CUP     ,G6GB34              ,12,20,3.63,11.63,7.31,0.75
3504632,KRO STRBCRM OTML 8CT          ,G6GB53              ,4,8,8.63,19.44,10.69,8.80
3596948,ST H PRTN OTML MPLBSG 4CT     ,G6GB55              ,3,16,9.56,11.56,8.88,4.90
3503883,GM HNY NUT CHEERIOS CUP       ,G6GB63              ,4,20,7.75,12.25,8.12,2.14
3504652,KRO PCHSCRM OTML 8CT          ,G6GB65              ,4,8,8.63,19.44,10.69,8.80
3502208,NTVL STRWBRY WFR BARS 5CT     ,G6GB73              ,4,25,9.12,11.12,6.50,3.50
3581122,STO SNACK CRACKER             ,G6GB75              ,4,8,8.62,17.32,12.01,10.40
3501103,QKER REGULAR OATMEAL          ,G6GB83              ,4,12,8.25,19.69,8.31,9.90
3501307,CARN BRK ESN MLK CHO 22CT     ,G6GB85              ,4,17,6.90,12.40,7.65,5.20
3506375,QKER FRT/CRM BLUEBRRY 8CT     ,G6GC02              ,4,12,8.31,19.69,8.25,8.70
3504102,QKER INST OATMEAL MBS 8CT     ,G6GC04              ,4,24,8.31,10.50,8.00,5.98
3506035,KBLR CHP DLX CHP CHNK CKS     ,G6GC12              ,4,15,7.64,12.28,8.00,5.07
3504144,QKER INS PRTN CRN ALM 6CT     ,G6GC14              ,4,19,8.50,11.25,9.00,6.20
3590457,BRNK VANL ALMND FIT GRNLA     ,G6GC22              ,4,25,8.88,11.00,6.63,4.30
3505540,CARN BRK ESN VANILLA 10CT     ,G6GC24              ,5,15,6.70,15.40,8.00,6.00
3505045,GM CHEERIOS FROSTED           ,G6GC32              ,3,12,12.37,15.68,9.81,9.30
3514702,CARN BRK ESN CHOC 10CT        ,G6GC34              ,5,15,6.80,15.50,8.00,6.29
3506045,KELL FROOT LOOPS              ,G6GC53              ,2,6,11.63,19.94,15.94,14.04
3501553,POST GRAPE NUTS               ,G6GC55              ,3,12,9.30,13.10,11.50,17.50
3503622,KELL SPLK PC STRWBRY 6CT      ,G6GC63              ,5,18,6.31,13.31,11.69,5.30
